entity,attribute_name,attribute_value,section_title,source_file,evidence,confidence,method,source_relation
方法字节码,属性,"存储类的方法字节码,即编译后的代码",全文,JVM.txt,"方法字节码:存储类的方法字节码,即编译后的代码",0.82,attribute_extraction_colon_pattern,
方法重载,Overloading,"同一类中方法名相同,参数列表不同",面向对象基础,java.txt,"方法重载(Overloading):同一类中方法名相同,参数列表不同",0.82,attribute_extraction_colon_pattern,
无状态地址自动配置,SLAAC,无需 DHCP 即可自动获取地址,1.2 IPv4 与 IPv6 详细对比,cn.txt,无状态地址自动配置(SLAAC):无需 DHCP 即可自动获取地址,0.82,attribute_extraction_colon_pattern,
服务器推送,属性,主动推送客户端所需资源,1.1 HTTP 各版本演进,cn.txt,服务器推送:主动推送客户端所需资源,0.82,attribute_extraction_colon_pattern,
本地 DNS 服务器,属性,"运营商提供,代理客户端查询",5.2 DNS 服务器层级,cn.txt,"本地 DNS 服务器:运营商提供,代理客户端查询",0.82,attribute_extraction_colon_pattern,
权威 DNS 服务器,属性,存储域名与 IP 的正式映射,5.2 DNS 服务器层级,cn.txt,权威 DNS 服务器:存储域名与 IP 的正式映射,0.82,attribute_extraction_colon_pattern,
条件分支,属性,if-else、switch-case,流程控制,java.txt,条件分支:if-else、switch-case,0.82,attribute_extraction_colon_pattern,
标记-清除算法,属性,"标记-清除算法分为“标记”和“清除”两个阶段,首先通过可达性分析,标记出所有需要回收的对象,然后统一回收所有被标记的对象",使用ThreadLocal,JVM.txt,"标记-清除算法:标记-清除算法分为“标记”和“清除”两个阶段,首先通过可达性分析,标记出所有需要回收的对象,然后统一回收所有被标记的对象",0.82,attribute_extraction_colon_pattern,
栈溢出,属性,"如果我们写一段程序不断的进行递归调用,而且没有退出条件,就会导致不断地进行压栈",全文,JVM.txt,"栈溢出:如果我们写一段程序不断的进行递归调用,而且没有退出条件,就会导致不断地进行压栈",0.82,attribute_extraction_colon_pattern,
根 DNS 服务器,属性,"13 组 IP,对应全球 1700+台服务器,提供顶级域服务器 IP",5.2 DNS 服务器层级,cn.txt,"根 DNS 服务器:13 组 IP,对应全球 1700 + 台服务器,提供顶级域服务器 IP",0.82,attribute_extraction_colon_pattern,
泛型方法,属性,public <T> T getValue(T t){,泛型,java.txt,泛型方法:public <T> T getValue(T t) { ... },0.82,attribute_extraction_colon_pattern,
泛型类,属性,class Box<T> {,泛型,java.txt,泛型类:class Box<T> { ... },0.82,attribute_extraction_colon_pattern,
流量控制,属性,"接收方通过窗口大小告知发送方发送速率,避免溢出",4.3 TCP 可靠性保障机制,cn.txt,"流量控制:接收方通过窗口大小告知发送方发送速率,避免溢出",0.82,attribute_extraction_colon_pattern,
物理备份,属性,"直接拷贝数据文件,速度快",数据库备份,mysql.txt,"- 物理备份:直接拷贝数据文件,速度快",0.82,attribute_extraction_colon_pattern,
物理层,属性,"透明地传送比特流,负责传输 0/1 二进制信号,定义接口、电压、速率等物理规范",1.1 OSI 七层模型(国际标准化组织制定,cn.txt,"物理层:透明地传送比特流,负责传输 0/1 二进制信号,定义接口、电压、速率等物理规范",0.82,attribute_extraction_colon_pattern,
短连接,属性,"每次请求新建 TCP 连接,效率低",1.1 HTTP 各版本演进,cn.txt,"短连接:每次请求新建 TCP 连接,效率低",0.82,attribute_extraction_colon_pattern,
符号引用,属性,"存储类和方法的符号引用,是一种直接引用不同于直接引用的引用类型",全文,JVM.txt,"符号引用:存储类和方法的符号引用,是一种直接引用不同于直接引用的引用类型",0.82,attribute_extraction_colon_pattern,
简化了加载流程,属性,"通过委派,大部分类能够被正确的类加载器加载,减少了每个加载器需要处理的类的数量,简化了类的加载过程,提高了加载效率",使用ThreadLocal,JVM.txt,"简化了加载流程:通过委派,大部分类能够被正确的类加载器加载,减少了每个加载器需要处理的类的数量,简化了类的加载过程,提高了加载效率",0.82,attribute_extraction_colon_pattern,
类信息,属性,包括类的结构信息、类的访问修饰符、父类与接口等信息,全文,JVM.txt,类信息:包括类的结构信息、类的访问修饰符、父类与接口等信息,0.82,attribute_extraction_colon_pattern,
类型擦除,属性,"泛型信息在编译后被移除,运行时没有泛型",泛型,java.txt,"类型擦除:泛型信息在编译后被移除,运行时没有泛型",0.82,attribute_extraction_colon_pattern,
线程,属性,"未停止的线程可能持有对象引用,无法被回收",全文,JVM.txt,"线程:未停止的线程可能持有对象引用,无法被回收",0.82,attribute_extraction_colon_pattern,
缓存机制,简陋,仅支持 If-Modified-Since、Expires,1.1 HTTP 各版本演进,cn.txt,缓存机制简陋:仅支持 If-Modified-Since、Expires,0.82,attribute_extraction_colon_pattern,
缓存系统,属性,"弱引用常用于实现缓存,特别是当希望缓存项能够在内存压力下自动释放时",全文,JVM.txt,"缓存系统:弱引用常用于实现缓存,特别是当希望缓存项能够在内存压力下自动释放时",0.82,attribute_extraction_colon_pattern,
缓存系统,用途,"实现缓存,特别是当希望缓存项能够在内存压力下自动释放时",全文,JVM.txt,"缓存系统:弱引用常用于实现缓存,特别是当希望缓存项能够在内存压力下自动释放时",0.82,attribute_extraction_usage_pattern,
网络层,属性,"负责路由与寻址,决定数据在网络中的传输路径,实现跨网络的数据包转发",1.1 OSI 七层模型(国际标准化组织制定,cn.txt,"网络层:负责路由与寻址,决定数据在网络中的传输路径,实现跨网络的数据包转发",0.82,attribute_extraction_colon_pattern,
网络层,属性,"与 OSI 网络层一致,负责路由寻址",1.2 TCP/IP 四层模型(实际互联网主流模型,cn.txt,"网络层:与 OSI 网络层一致,负责路由寻址",0.82,attribute_extraction_colon_pattern,
网络层,属性,"隧道+DSR 模式,适配所有协议,但实施复杂",2.2 获取客户端真实 IP,cn.txt,"网络层:隧道 + DSR 模式,适配所有协议,但实施复杂",0.82,attribute_extraction_colon_pattern,
脏读,属性,一个事务读取到另一个事务未提交的数据,并发事务带来的问题,mysql.txt,- 脏读:一个事务读取到另一个事务未提交的数据,0.82,attribute_extraction_colon_pattern,
表示层,属性,"负责数据处理,包括编解码、加密解密、压缩解压缩,保证数据能被正确识别",1.1 OSI 七层模型(国际标准化组织制定,cn.txt,"表示层:负责数据处理,包括编解码、加密解密、压缩解压缩,保证数据能被正确识别",0.82,attribute_extraction_colon_pattern,
超时重传,属性,数据包丢失则超时后重发,4.3 TCP 可靠性保障机制,cn.txt,超时重传:数据包丢失则超时后重发,0.82,attribute_extraction_colon_pattern,
远程登录,SSH、Telnet,命令与响应需精准传输,2 协议选择原则,cn.txt,远程登录(SSH、Telnet):命令与响应需精准传输,0.82,attribute_extraction_colon_pattern,
连接迁移,属性,网络切换(Wi-Fi→移动网)不断连,1.1 HTTP 各版本演进,cn.txt,连接迁移:网络切换(Wi-Fi→移动网)不断连,0.82,attribute_extraction_colon_pattern,
逻辑备份,属性,"mysqldump工具导出SQL语句,适合小数据量",数据库备份,mysql.txt,"- 逻辑备份:mysqldump工具导出SQL语句,适合小数据量",0.82,attribute_extraction_colon_pattern,
邮件收发,SMTP、POP3、IMAP,邮件内容必须完整无误,2 协议选择原则,cn.txt,邮件收发(SMTP、POP3、IMAP):邮件内容必须完整无误,0.82,attribute_extraction_colon_pattern,
长连接,Keep-Alive,"默认开启,复用 TCP 连接",1.1 HTTP 各版本演进,cn.txt,"长连接(Keep-Alive):默认开启,复用 TCP 连接",0.82,attribute_extraction_colon_pattern,
队列,用途,任务调度和缓冲区管理,全文,data_structure.txt,"队列是一种先进先出(FIFO)的数据结构,常用于任务调度和缓冲区管理",0.82,attribute_extraction_usage_pattern,
队头阻塞,属性,"流间独立,单流丢包不影响其他流",1.1 HTTP 各版本演进,cn.txt,"解决队头阻塞:流间独立,单流丢包不影响其他流",0.82,attribute_extraction_colon_pattern,
验证,属性,"确保class文件中的字节流包含的信息,符合当前虚拟机的要求,保证这个被加载的class类的正确性,不会危害到虚拟机的安全",使用ThreadLocal,JVM.txt,"验证:确保class文件中的字节流包含的信息,符合当前虚拟机的要求,保证这个被加载的class类的正确性,不会危害到虚拟机的安全",0.82,attribute_extraction_colon_pattern,
验证,阶段大致会完成以下四个阶段的检验动作,文件格式校验、元数据验证、字节码验证、符号引用验证,使用ThreadLocal,JVM.txt,验证阶段大致会完成以下四个阶段的检验动作:文件格式校验、元数据验证、字节码验证、符号引用验证,0.82,attribute_extraction_colon_pattern,
Minor GC,特性,gc,使用ThreadLocal,JVM.txt,"根据其作用范围和触发条件的不同,可以将GC分为三种类型:Minor GC(也称为Young GC)、Major GC(有时也称为Old GC)、以及Full GC",0.818,relation_disambiguation_reclassified,is_a
抽象方法,修饰符,abstract,抽象类与接口,java.txt,"抽象类:使用abstract修饰,可以包含抽象方法和具体方法,不能实例化",0.818,relation_disambiguation_reclassified,is_a
G1,特性,gc,使用ThreadLocal,JVM.txt,"而G1没有浮动垃圾,G1的筛选回收是多个垃圾回收线程并行gc的,没有浮动垃圾的回收,在执行‘并发清理’步骤时,用户线程也会同时产生一部分可回收对象,但是这部分可回收对象只能在下次执行清理是才会被回收",0.814,relation_disambiguation_reclassified,is_a
复制算法,特性,Serial,使用ThreadLocal,JVM.txt,"ParNew收集器 (复制算法): 新生代收并行集器,实际上是Serial收集器的多线程版本,在多核CPU环境下有着比Serial更好的表现",0.814,relation_disambiguation_reclassified,is_a
类加载,特性,Bootstrap ClassLoader,使用ThreadLocal,JVM.txt,"具体来说,Java 的类加载器有一套默认的层级结构:最顶层是Bootstrap ClassLoader(启动类加载器,负责加载 JDK 核心类,如java.lang.String),往下是Extension ClassLoader(扩展类加载器,加载 JDK 扩展目录的类),再往下是AppClassLoader(应用类加载器,加载我们自己写的类和第三方 jar 包),我们也可以自定义类加载器,放在最下层",0.814,relation_disambiguation_reclassified,is_a
访问控制修饰符,修饰符,private,关键字与修饰符,java.txt,访问控制修饰符:private、default(无修饰符)、protected、public,0.814,relation_disambiguation_reclassified,has_part
幻影引用,特性,PhantomReference,全文,JVM.txt,"虚引用也被称作幻影引用,是最弱的引用关系,可以用PhantomReference来描述,他必须和ReferenceQueue一起使用,同样的当发生GC的时候,虚引用也会被回收",0.812,relation_disambiguation_reclassified,is_a
复制算法,特性,CMS,使用ThreadLocal,JVM.txt,标记-复制算法应用在CMS新生代(ParNew是CMS默认的新生代垃圾回收器)和G1垃圾回收器中,0.808,relation_disambiguation_reclassified,is_a
操作系统,特性,Windows,操作系统的概念与地位,os.txt,"从课程学习的角度来看,操作系统并不是单纯介绍某一个具体系统,如 Windows、Linux 或 macOS,而是研究“计算机系统如何高效、安全、可靠地运行”的一般规律",0.808,relation_disambiguation_reclassified,is_a
虚拟机栈,特性,JVM,全文,JVM.txt,"根据 JDK 8 规范,JVM 运行时内存共分为虚拟机栈、堆、元空间、程序计数器、本地方法栈五个部分",0.806,relation_disambiguation_reclassified,is_a
synchronized,定义,实例,线程与并发,java.txt,"synchronized关键字:修饰实例方法、静态方法、代码块,实现互斥锁",0.804,relation_disambiguation_reclassified,has_part
CMS,特性,高并发、低停顿的,使用ThreadLocal,JVM.txt,"CMS(Concurrent Mark Sweep)收集器(标记-清除算法): 老年代并行收集器,以获取最短回收停顿时间为目标的收集器,具有高并发、低停顿的特点,追求最短GC回收停顿时间",0.8,attribute_extraction_feature_sentence_pattern,
Concurrent Mark Sweep,特性,高并发、低停顿的,使用ThreadLocal,JVM.txt,"CMS(Concurrent Mark Sweep)收集器(标记-清除算法): 老年代并行收集器,以获取最短回收停顿时间为目标的收集器,具有高并发、低停顿的特点,追求最短GC回收停顿时间",0.8,attribute_extraction_feature_sentence_pattern,
垃圾回收,特性,System.gc,使用ThreadLocal,JVM.txt,"手动请求:虽然垃圾回收是自动的,开发者可以通过调用 System.gc() 或 Runtime.getRuntime().gc() 建议 JVM 进行垃圾回收",0.8,relation_disambiguation_reclassified,is_a
栈帧,特性,GC Roots,使用ThreadLocal,JVM.txt,GC Roots对象包括:虚拟机栈(栈帧中的本地变量表)中引用的对象、方法区中类静态属性引用的对象、本地方法栈中JNI(Java Native Interface)引用的对象、活跃线程的引用等,0.8,relation_disambiguation_reclassified,is_a
浮动垃圾,特性,gc,使用ThreadLocal,JVM.txt,"而G1没有浮动垃圾,G1的筛选回收是多个垃圾回收线程并行gc的,没有浮动垃圾的回收,在执行‘并发清理’步骤时,用户线程也会同时产生一部分可回收对象,但是这部分可回收对象只能在下次执行清理是才会被回收",0.796,relation_disambiguation_reclassified,is_a
标记阶段,特性,G1,使用ThreadLocal,JVM.txt,G1的混合回收过程可以分为标记阶段、清理阶段和复制阶段,0.794,relation_disambiguation_reclassified,is_a
ParNew,特性,G1,使用ThreadLocal,JVM.txt,标记-复制算法应用在CMS新生代(ParNew是CMS默认的新生代垃圾回收器)和G1垃圾回收器中,0.788,relation_disambiguation_reclassified,is_a
key,特性,value,使用ThreadLocal,JVM.txt,"ThreadLocal的实现中,每个Thread维护一个ThreadLocalMap映射表,key是ThreadLocal实例本身,value是真正需要存储的Object",0.788,relation_disambiguation_reclassified,is_a
具体方法,修饰符,abstract,抽象类与接口,java.txt,"抽象类:使用abstract修饰,可以包含抽象方法和具体方法,不能实例化",0.788,relation_disambiguation_reclassified,is_a
弱引用,特性,WeakReference,全文,JVM.txt,"在Java中,弱引用是通过Java.lang.ref.WeakReference类实现的",0.788,relation_disambiguation_reclassified,is_a
G1,特性,STW,使用ThreadLocal,JVM.txt,"因此,G1停顿时间的瓶颈主要是标记-复制中的转移阶段STW",0.784,relation_disambiguation_reclassified,is_a
Thread,特性,CPU,进程与线程,os.txt,"线程(Thread)则是比进程更轻量的执行单位,通常被称为 CPU 调度的基本单位",0.784,relation_disambiguation_reclassified,is_a
Object,定义,实例,面向对象基础,java.txt,"类(Class)和对象(Object)的关系:类是对象的模板,对象是类的实例",0.782,relation_disambiguation_reclassified,is_a
继承,继承特性,单继承,继承与多态,java.txt,"继承使用extends关键字,Java是单继承,一个类只能有一个直接父类",0.782,relation_disambiguation_reclassified,is_a
ARP,特性,缓存,补充高频面试考点,cn.txt,ARP 工作流程:广播请求、单播响应、ARP 缓存,0.78,attribute_extraction_feature_pattern,
CMS,特性,低延迟,使用ThreadLocal,JVM.txt,"CMS追求低延迟,回收时大部分工作和用户线程并发执行,减少停顿时间,但会占用更多 CPU;",0.78,attribute_extraction_feature_pattern,
CMS,特性,高并发,使用ThreadLocal,JVM.txt,"CMS(Concurrent Mark Sweep)收集器(标记-清除算法): 老年代并行收集器,以获取最短回收停顿时间为目标的收集器,具有高并发、低停顿的特点,追求最短GC回收停顿时间",0.78,attribute_extraction_feature_pattern,
CMS,特性,低停顿,使用ThreadLocal,JVM.txt,"CMS(Concurrent Mark Sweep)收集器(标记-清除算法): 老年代并行收集器,以获取最短回收停顿时间为目标的收集器,具有高并发、低停顿的特点,追求最短GC回收停顿时间",0.78,attribute_extraction_feature_pattern,
CPU,特性,同步,设备管理与输入输出系统,os.txt,"CPU 与内存的速度通常远高于外设,如果直接同步等待外设完成操作,将严重浪费处理器时间",0.78,attribute_extraction_feature_pattern,
Cache-Control,特性,缓存,1.5 HTTP 常见请求头,cn.txt,Cache-Control:缓存控制(no-cache、max-age),0.78,attribute_extraction_feature_pattern,
Collection,特性,有序,集合框架,java.txt,Collection接口的子接口:List(有序可重复)、Set(无序不重复)、Queue(队列),0.78,attribute_extraction_feature_pattern,
Collection,特性,无序,集合框架,java.txt,Collection接口的子接口:List(有序可重复)、Set(无序不重复)、Queue(队列),0.78,attribute_extraction_feature_pattern,
Collection,特性,可重复,集合框架,java.txt,Collection接口的子接口:List(有序可重复)、Set(无序不重复)、Queue(队列),0.78,attribute_extraction_feature_pattern,
Collection,特性,不重复,集合框架,java.txt,Collection接口的子接口:List(有序可重复)、Set(无序不重复)、Queue(队列),0.78,attribute_extraction_feature_pattern,
Collections,特性,同步,集合框架,java.txt,Collections工具类:提供排序、查找、同步化等静态方法,0.78,attribute_extraction_feature_pattern,
Concurrent Mark Sweep,特性,高并发,使用ThreadLocal,JVM.txt,"CMS(Concurrent Mark Sweep)收集器(标记-清除算法): 老年代并行收集器,以获取最短回收停顿时间为目标的收集器,具有高并发、低停顿的特点,追求最短GC回收停顿时间",0.78,attribute_extraction_feature_pattern,
Concurrent Mark Sweep,特性,低停顿,使用ThreadLocal,JVM.txt,"CMS(Concurrent Mark Sweep)收集器(标记-清除算法): 老年代并行收集器,以获取最短回收停顿时间为目标的收集器,具有高并发、低停顿的特点,追求最短GC回收停顿时间",0.78,attribute_extraction_feature_pattern,
Error,特性,Throwable,异常处理,java.txt,"Throwable是顶级父类,下面分为Error(严重错误,不可处理)和Exception(可处理)",0.78,relation_disambiguation_reclassified,is_a
G1,特性,低停顿,使用ThreadLocal,JVM.txt,"比较平衡的性能:G1在提供较低停顿时间的同时,也保持了相对较高的吞吐量",0.78,attribute_extraction_feature_pattern,
HTTP,特性,加密,3.2 GET 与 POST,cn.txt,"安全性:HTTP 下均明文,HTTPS 下均加密;GET 参数更易泄露",0.78,attribute_extraction_feature_pattern,
HTTP,特性,单向,4.2 SSE(服务器推送事件,cn.txt,"基于 HTTP,单向通信,仅服务器→客户端推送",0.78,attribute_extraction_feature_pattern,
HTTP/1.1,特性,阻塞,1.3 HTTP 队头阻塞详解,cn.txt,"HTTP/1.1:应用层阻塞,单连接串行请求,前一个请求未完成,后续全部阻塞",0.78,attribute_extraction_feature_pattern,
HTTP/2,特性,阻塞,1.3 HTTP 队头阻塞详解,cn.txt,"HTTP/2:传输层阻塞,TCP 要求按序交付,单个丢包阻塞整个连接的所有流",0.78,attribute_extraction_feature_pattern,
HTTP/3,特性,阻塞,1.3 HTTP 队头阻塞详解,cn.txt,"HTTP/3:QUIC 彻底解决流间阻塞,仅阻塞丢包的单个流",0.78,attribute_extraction_feature_pattern,
HTTPS,特性,加密,1.2 HTTP 与 HTTPS 区别,cn.txt,资源消耗:HTTPS 加密解密消耗更多服务器资源,0.78,attribute_extraction_feature_pattern,
HashMap,特性,线程安全,集合框架,java.txt,"Map的实现类:HashMap(无序,允许null键值)、Hashtable(线程安全,不允许null)、TreeMap(有序)、LinkedHashMap(保持插入顺序)",0.78,attribute_extraction_feature_pattern,
HashMap,特性,有序,集合框架,java.txt,"Map的实现类:HashMap(无序,允许null键值)、Hashtable(线程安全,不允许null)、TreeMap(有序)、LinkedHashMap(保持插入顺序)",0.78,attribute_extraction_feature_pattern,
HashMap,特性,无序,集合框架,java.txt,"Map的实现类:HashMap(无序,允许null键值)、Hashtable(线程安全,不允许null)、TreeMap(有序)、LinkedHashMap(保持插入顺序)",0.78,attribute_extraction_feature_pattern,
HashSet,特性,有序,集合框架,java.txt,"Set的实现类:HashSet(无序,基于HashMap)、LinkedHashSet(有序)、TreeSet(排序,基于红黑树)",0.78,attribute_extraction_feature_pattern,
HashSet,特性,无序,集合框架,java.txt,"Set的实现类:HashSet(无序,基于HashMap)、LinkedHashSet(有序)、TreeSet(排序,基于红黑树)",0.78,attribute_extraction_feature_pattern,
I/O,特性,缓存,设备管理与输入输出系统,os.txt,"为了提高 I/O 效率,操作系统还会采用缓冲、缓存、假脱机(Spooling)和 DMA(Direct Memory Access)等技术",0.78,attribute_extraction_feature_pattern,
IO线程,特性,同步,主从复制核心原理,mysql.txt,"- 从库:IO线程读取主库binlog,写入relay log;SQL线程读取relay log,重放日志同步数据",0.78,attribute_extraction_feature_pattern,
Java 虚拟机,特性,缓存,全文,JVM.txt,《深入理解Java虚拟机》书中对方法区(Method Area)存储内容描述如下:它用于存储已被虚拟机加载的类型信息、常量、静态变量、即时编译器编译后的代码缓存等,0.78,attribute_extraction_feature_pattern,
List,特性,线程安全,集合框架,java.txt,"List的实现类:ArrayList(数组结构,查询快增删慢)、LinkedList(链表结构,增删快查询慢)、Vector(线程安全,较少用)",0.78,attribute_extraction_feature_pattern,
Map,特性,可重复,集合框架,java.txt,"Map接口:存储键值对,键不重复,值可重复",0.78,attribute_extraction_feature_pattern,
Map,特性,不重复,集合框架,java.txt,"Map接口:存储键值对,键不重复,值可重复",0.78,attribute_extraction_feature_pattern,
Map,特性,线程安全,集合框架,java.txt,"Map的实现类:HashMap(无序,允许null键值)、Hashtable(线程安全,不允许null)、TreeMap(有序)、LinkedHashMap(保持插入顺序)",0.78,attribute_extraction_feature_pattern,
Map,特性,有序,集合框架,java.txt,"Map的实现类:HashMap(无序,允许null键值)、Hashtable(线程安全,不允许null)、TreeMap(有序)、LinkedHashMap(保持插入顺序)",0.78,attribute_extraction_feature_pattern,
Map,特性,无序,集合框架,java.txt,"Map的实现类:HashMap(无序,允许null键值)、Hashtable(线程安全,不允许null)、TreeMap(有序)、LinkedHashMap(保持插入顺序)",0.78,attribute_extraction_feature_pattern,
NTP,特性,同步,3 基于 TCP/UDP 的应用层协议,cn.txt,NTP:时间同步,0.78,attribute_extraction_feature_pattern,
Parallel Scavenge,特性,高效,使用ThreadLocal,JVM.txt,"Parallel Scavenge收集器 (复制算法): 新生代并行收集器,追求高吞吐量,高效利用 CPU",0.78,attribute_extraction_feature_pattern,
QPACK,特性,高效,1.1 HTTP 各版本演进,cn.txt,"头部压缩:QPACK 算法,比 HPACK 更高效",0.78,attribute_extraction_feature_pattern,
QUIC,特性,阻塞,补充高频面试考点,cn.txt,QUIC 协议核心优势:0-RTT、连接迁移、流间无阻塞、内置加密,0.78,attribute_extraction_feature_pattern,
QUIC,特性,加密,补充高频面试考点,cn.txt,QUIC 协议核心优势:0-RTT、连接迁移、流间无阻塞、内置加密,0.78,attribute_extraction_feature_pattern,
READ COMMITTED,特性,可重复,事务隔离级别(从低到高),mysql.txt,"- 读已提交(READ COMMITTED):解决脏读,会出现不可重复读、幻读(Oracle默认级别)",0.78,attribute_extraction_feature_pattern,
READ UNCOMMITTED,特性,可重复,事务隔离级别(从低到高),mysql.txt,"- 读未提交(READ UNCOMMITTED):最低级别,会出现脏读、不可重复读、幻读",0.78,attribute_extraction_feature_pattern,
REPEATABLE READ,特性,可重复,事务隔离级别(从低到高),mysql.txt,"- 可重复读(REPEATABLE READ):解决脏读、不可重复读,部分解决幻读(MySQL默认级别)",0.78,attribute_extraction_feature_pattern,
Serial,特性,高效,使用ThreadLocal,JVM.txt,"Serial收集器(复制算法): 新生代单线程收集器,标记和清理都是单线程,优点是简单高效;",0.78,attribute_extraction_feature_pattern,
Session,特性,分布式,2.1 Cookie+Session(主流,cn.txt,Session 存储:内存(简单)、数据库(持久)、Redis(分布式主流),0.78,attribute_extraction_feature_pattern,
Set,特性,有序,集合框架,java.txt,"Set的实现类:HashSet(无序,基于HashMap)、LinkedHashSet(有序)、TreeSet(排序,基于红黑树)",0.78,attribute_extraction_feature_pattern,
Set,特性,无序,集合框架,java.txt,"Set的实现类:HashSet(无序,基于HashMap)、LinkedHashSet(有序)、TreeSet(排序,基于红黑树)",0.78,attribute_extraction_feature_pattern,
String,特性,不可变,字符串,java.txt,"String类是不可变的(immutable),任何修改都会产生新对象",0.78,attribute_extraction_feature_pattern,
String,特性,可变,字符串,java.txt,"String类是不可变的(immutable),任何修改都会产生新对象",0.78,attribute_extraction_feature_pattern,
String,特性,不可变,全文,JVM.txt,"String 保存在字符串常量池中,不同于其他对象,它的值是不可变的,且可以被多个引用共享",0.78,attribute_extraction_feature_pattern,
String,特性,可变,全文,JVM.txt,"String 保存在字符串常量池中,不同于其他对象,它的值是不可变的,且可以被多个引用共享",0.78,attribute_extraction_feature_pattern,
StringBuilder,特性,线程安全,字符串,java.txt,"StringBuilder(线程不安全,效率高)和StringBuffer(线程安全,效率较低)",0.78,attribute_extraction_feature_pattern,
StringBuilder,特性,线程不安全,字符串,java.txt,"StringBuilder(线程不安全,效率高)和StringBuffer(线程安全,效率较低)",0.78,attribute_extraction_feature_pattern,
TCP,特性,不重复,1 TCP 与 UDP 详细区别,cn.txt,"TCP:可靠传输,通过序列号、确认应答 ACK、超时重传、流量控制、拥塞控制,保证数据无差错、不丢失、不重复、按序到达",0.78,attribute_extraction_feature_pattern,
TCP,特性,阻塞,1.1 HTTP 各版本演进,cn.txt,"缺陷:仍受TCP 层队头阻塞影响,单个丢包阻塞全连接",0.78,attribute_extraction_feature_pattern,
TLS1.3,特性,加密,1.1 HTTP 各版本演进,cn.txt,"内置 TLS1.3:全程加密,安全性更高",0.78,attribute_extraction_feature_pattern,
ThreadLocal,特性,线程安全,使用ThreadLocal,JVM.txt,"ThreadLocal相当于提供了一种线程隔离,将变量与线程相绑定,从而实现线程安全的特性",0.78,attribute_extraction_feature_pattern,
UDP,特性,低延迟,1 TCP 与 UDP 详细区别,cn.txt,"UDP:要求低延迟、高实时性,可容忍少量丢包的场景",0.78,attribute_extraction_feature_pattern,
WebSocket,特性,双向,4.2 SSE(服务器推送事件,cn.txt,与 WebSocket 区别:SSE 单向、仅文本;WebSocket 双向、支持二进制,0.78,attribute_extraction_feature_pattern,
WebSocket,特性,单向,4.2 SSE(服务器推送事件,cn.txt,与 WebSocket 区别:SSE 单向、仅文本;WebSocket 双向、支持二进制,0.78,attribute_extraction_feature_pattern,
ZGC,特性,高并发,使用ThreadLocal,JVM.txt,"现在新出的 ZGC、Shenandoah 更是追求微秒级停顿,适合高并发低延迟的应用",0.78,attribute_extraction_feature_pattern,
ZGC,特性,低延迟,使用ThreadLocal,JVM.txt,"现在新出的 ZGC、Shenandoah 更是追求微秒级停顿,适合高并发低延迟的应用",0.78,attribute_extraction_feature_pattern,
gc,特性,高效,使用ThreadLocal,JVM.txt,"总的来说,GC 机制的核心是 「自动管理内存」,通过可达性分析判断垃圾,结合分代思想和不同算法,再由具体的回收器实现,最终目的是在保证程序正常运行的前提下,高效释放内存,减少对用户线程的影响",0.78,attribute_extraction_feature_pattern,
volatile,特性,原子性,线程与并发,java.txt,"volatile关键字:保证可见性,禁止指令重排序,但不保证原子性",0.78,attribute_extraction_feature_pattern,
volatile,特性,可见性,线程与并发,java.txt,"volatile关键字:保证可见性,禁止指令重排序,但不保证原子性",0.78,attribute_extraction_feature_pattern,
二进制帧,特性,高效,1.1 HTTP 各版本演进,cn.txt,"二进制帧:替代文本格式,传输更高效",0.78,attribute_extraction_feature_pattern,
互斥,特性,同步,进程同步、互斥与死锁,os.txt,"为了实现互斥与同步,系统常使用锁、信号量(Semaphore)、管程(Monitor)、条件变量等机制",0.78,attribute_extraction_feature_pattern,
从库,特性,同步,主从复制核心原理,mysql.txt,"- 从库:IO线程读取主库binlog,写入relay log;SQL线程读取relay log,重放日志同步数据",0.78,attribute_extraction_feature_pattern,
传输层,特性,阻塞,1.3 HTTP 队头阻塞详解,cn.txt,"HTTP/2:传输层阻塞,TCP 要求按序交付,单个丢包阻塞整个连接的所有流",0.78,attribute_extraction_feature_pattern,
使用,特性,缓存,全文,JVM.txt,"在这个例子中,使用WeakReference来存储MyHeavyObject实例,当内存压力增大时,垃圾回收器可以自由地回收这些对象,而不会影响缓存的正常运行",0.78,attribute_extraction_feature_pattern,
内存,特性,高效,内存管理与虚拟内存,os.txt,"程序运行必须占用内存,但内存容量有限,因此操作系统必须高效地组织和利用这一资源",0.78,attribute_extraction_feature_pattern,
内存,特性,同步,设备管理与输入输出系统,os.txt,"CPU 与内存的速度通常远高于外设,如果直接同步等待外设完成操作,将严重浪费处理器时间",0.78,attribute_extraction_feature_pattern,
内存泄漏,特性,缓存,全文,JVM.txt,如果是内存泄漏:比如静态集合无意识地缓存了大量对象、长生命周期对象持有短生命周期对象的引用(如单例类持有业务对象)等,0.78,attribute_extraction_feature_pattern,
加载,特性,双向,使用ThreadLocal,JVM.txt,类与其加载器是双向绑定的共生关系,0.78,attribute_extraction_feature_pattern,
双亲委派,特性,有序,使用ThreadLocal,JVM.txt,"简单说,双亲委派就像 「孩子找东西先问家长,家长解决不了再自己找」,通过层级委派确保了 Java 核心类的安全和类加载的有序性,是 Java 运行时环境稳定的基础",0.78,attribute_extraction_feature_pattern,
