head,relation,tail,head_type,tail_type,evidence,pattern_name,section_title,source_file,confidence,method
Thrashing,causes,页面调度,虚拟内存与页面置换实体,资源与硬件实体,"课程中还会讨论抖动(Thrashing)现象,即进程频繁换页导致系统大部分时间都用于页面调度而非真正计算,这反映出内存管理与系统性能之间的紧密联系",因果关系,内存管理与虚拟内存,os.txt,0.712,relation_disambiguation_normalized
用户接口,is_a,存储管理,领域实体,功能模块实体,"操作系统的功能通常可以归纳为处理器管理、存储管理、设备管理和文件管理四大部分,同时还包括用户接口、安全保护、网络通信和系统调用等内容",上位包含关系,操作系统的主要功能,os.txt,0.71,relation_disambiguation_normalized
网络通信,is_a,文件管理,功能模块实体,核心抽象实体,"操作系统的功能通常可以归纳为处理器管理、存储管理、设备管理和文件管理四大部分,同时还包括用户接口、安全保护、网络通信和系统调用等内容",上位包含关系,操作系统的主要功能,os.txt,0.71,relation_disambiguation_normalized
内核,is_a,操作系统,领域实体,领域实体,"按照结构设计思想不同,操作系统可以分为整体式结构、层次式结构、微内核结构、模块化结构等",上位包含关系,操作系统的结构与运行机制,os.txt,0.708,relation_disambiguation_normalized
文件系统命令输出,implements,模拟进程调度,核心抽象实体,核心抽象实体,"通过编写简单 Shell、模拟进程调度、实现页面置换算法、观察 Linux 进程与线程、分析文件系统命令输出等方式,能够把理论知识与真实系统联系起来",实现关系,操作系统课程的学习方法,os.txt,0.708,relation_disambiguation_normalized
目录,has_part,树形目录,核心抽象实体,核心抽象实体,"操作系统通过目录结构组织大量文件,常见的目录结构包括单级目录、两级目录和树形目录",整体部分关系,文件系统,os.txt,0.706,relation_disambiguation_normalized
磁盘,is_a,进程,资源与硬件实体,核心抽象实体,"一个程序静态地存放在磁盘上时只是代码和数据,而当它被加载到内存并开始运行时,就成为进程",上下位关系,进程与线程,os.txt,0.706,relation_disambiguation_normalized
中断处理,is_a,设备管理,处理器与调度实体,功能模块实体,设备管理的基础包括设备分类、设备控制器、驱动程序和中断处理,上位包含关系,设备管理与输入输出系统,os.txt,0.704,relation_disambiguation_normalized
多线程,used_for,服务器程序,核心抽象实体,系统与平台实体,"多线程机制有助于提升程序并发能力,尤其适用于图形界面程序、服务器程序和并行计算任务",用途关系,进程与线程,os.txt,0.704,relation_disambiguation_normalized
驱动程序,is_a,I/O 请求,设备管理与I/O实体,设备管理与I/O实体,"驱动程序是连接操作系统与具体硬件的桥梁,它把操作系统的通用 I/O 请求转换为特定设备可识别的控制命令",上下位关系,设备管理与输入输出系统,os.txt,0.704,relation_disambiguation_normalized
分段,is_a,非连续分配,内存管理实体,内存管理实体,"为了提升内存利用率并简化分配管理,现代操作系统普遍采用非连续分配技术,主要包括分页(Paging)和分段(Segmentation)",上位包含关系,内存管理与虚拟内存,os.txt,0.702,relation_disambiguation_normalized
计算机系统,has_part,保护,领域实体,安全与保护实体,"学习操作系统的价值,不仅在于掌握某些具体算法或概念,更在于理解计算机系统设计中的基本思想:抽象、分层、共享、保护、并发与权衡",枚举结构关系,总结,os.txt,0.702,relation_disambiguation_normalized
进程,has_part,寄存器,核心抽象实体,进程与线程实体,"进程不仅包含程序本身,还包括程序计数器、寄存器内容、地址空间、打开的文件、相关资源和运行状态等信息",整体部分关系,进程与线程,os.txt,0.702,relation_disambiguation_normalized
文件,has_part,两级目录,核心抽象实体,核心抽象实体,"操作系统通过目录结构组织大量文件,常见的目录结构包括单级目录、两级目录和树形目录",整体部分关系,文件系统,os.txt,0.7,relation_disambiguation_normalized
单级目录,is_a,操作系统,核心抽象实体,领域实体,"操作系统通过目录结构组织大量文件,常见的目录结构包括单级目录、两级目录和树形目录",上位包含关系,文件系统,os.txt,0.698,relation_disambiguation_normalized
操作系统,has_part,Paging,领域实体,内存管理实体,"为了提升内存利用率并简化分配管理,现代操作系统普遍采用非连续分配技术,主要包括分页(Paging)和分段(Segmentation)",整体部分关系,内存管理与虚拟内存,os.txt,0.696,relation_disambiguation_normalized
存储管理,has_part,用户接口,功能模块实体,领域实体,"操作系统的功能通常可以归纳为处理器管理、存储管理、设备管理和文件管理四大部分,同时还包括用户接口、安全保护、网络通信和系统调用等内容",整体部分关系,操作系统的主要功能,os.txt,0.69,relation_disambiguation_normalized
安全保护,is_a,设备管理,功能模块实体,功能模块实体,"操作系统的功能通常可以归纳为处理器管理、存储管理、设备管理和文件管理四大部分,同时还包括用户接口、安全保护、网络通信和系统调用等内容",上位包含关系,操作系统的主要功能,os.txt,0.69,relation_disambiguation_normalized
文件管理,has_part,网络通信,核心抽象实体,功能模块实体,"操作系统的功能通常可以归纳为处理器管理、存储管理、设备管理和文件管理四大部分,同时还包括用户接口、安全保护、网络通信和系统调用等内容",整体部分关系,操作系统的主要功能,os.txt,0.69,relation_disambiguation_normalized
树形目录,is_a,文件,核心抽象实体,核心抽象实体,"操作系统通过目录结构组织大量文件,常见的目录结构包括单级目录、两级目录和树形目录",上位包含关系,文件系统,os.txt,0.69,relation_disambiguation_normalized
系统吞吐量,is_a,调度,处理器与调度实体,处理器与调度实体,调度的目标通常包括提高 CPU 利用率、增加系统吞吐量、减少周转时间、缩短响应时间和保证公平性,上位包含关系,处理器调度与调度算法,os.txt,0.69,relation_disambiguation_normalized
线程,is_a,调度,核心抽象实体,处理器与调度实体,"线程(Thread)则是比进程更轻量的执行单位,通常被称为 CPU 调度的基本单位",上下位关系,进程与线程,os.txt,0.688,relation_disambiguation_normalized
Segmentation,is_a,非连续分配,内存管理实体,内存管理实体,"为了提升内存利用率并简化分配管理,现代操作系统普遍采用非连续分配技术,主要包括分页(Paging)和分段(Segmentation)",上位包含关系,内存管理与虚拟内存,os.txt,0.684,relation_disambiguation_normalized
计算机系统,has_part,并发,领域实体,核心思想与性质实体,"学习操作系统的价值,不仅在于掌握某些具体算法或概念,更在于理解计算机系统设计中的基本思想:抽象、分层、共享、保护、并发与权衡",枚举结构关系,总结,os.txt,0.684,relation_disambiguation_normalized
设备管理,has_part,中断处理,功能模块实体,处理器与调度实体,设备管理的基础包括设备分类、设备控制器、驱动程序和中断处理,整体部分关系,设备管理与输入输出系统,os.txt,0.684,relation_disambiguation_normalized
页表,is_a,物理内存,资源与硬件实体,资源与硬件实体,"分页将逻辑地址空间和物理内存都划分为固定大小的页和页框,程序运行时通过页表完成地址映射",上位包含关系,内存管理与虚拟内存,os.txt,0.684,relation_disambiguation_normalized
非连续分配,has_part,分段,内存管理实体,内存管理实体,"为了提升内存利用率并简化分配管理,现代操作系统普遍采用非连续分配技术,主要包括分页(Paging)和分段(Segmentation)",整体部分关系,内存管理与虚拟内存,os.txt,0.682,relation_disambiguation_normalized
地址映射,is_a,物理内存,内存管理实体,资源与硬件实体,"分页将逻辑地址空间和物理内存都划分为固定大小的页和页框,程序运行时通过页表完成地址映射",上位包含关系,内存管理与虚拟内存,os.txt,0.68,relation_disambiguation_normalized
用户接口,is_a,处理器管理,领域实体,资源与硬件实体,"操作系统的功能通常可以归纳为处理器管理、存储管理、设备管理和文件管理四大部分,同时还包括用户接口、安全保护、网络通信和系统调用等内容",上位包含关系,操作系统的主要功能,os.txt,0.68,relation_disambiguation_normalized
系统调用,is_a,文件管理,领域实体,核心抽象实体,"操作系统的功能通常可以归纳为处理器管理、存储管理、设备管理和文件管理四大部分,同时还包括用户接口、安全保护、网络通信和系统调用等内容",上位包含关系,操作系统的主要功能,os.txt,0.68,relation_disambiguation_normalized
操作系统,has_part,单级目录,领域实体,核心抽象实体,"操作系统通过目录结构组织大量文件,常见的目录结构包括单级目录、两级目录和树形目录",整体部分关系,文件系统,os.txt,0.678,relation_disambiguation_normalized
进程,used_for,内存,核心抽象实体,资源与硬件实体,"课程中还会讨论抖动(Thrashing)现象,即进程频繁换页导致系统大部分时间都用于页面调度而非真正计算,这反映出内存管理与系统性能之间的紧密联系",用途关系,内存管理与虚拟内存,os.txt,0.674,relation_disambiguation_normalized
页表,is_a,逻辑地址空间,资源与硬件实体,核心抽象实体,"分页将逻辑地址空间和物理内存都划分为固定大小的页和页框,程序运行时通过页表完成地址映射",上位包含关系,内存管理与虚拟内存,os.txt,0.674,relation_disambiguation_normalized
页框,is_a,分页,资源与硬件实体,资源与硬件实体,"分页将逻辑地址空间和物理内存都划分为固定大小的页和页框,程序运行时通过页表完成地址映射",上位包含关系,内存管理与虚拟内存,os.txt,0.672,relation_disambiguation_normalized
文件,has_part,树形目录,核心抽象实体,核心抽象实体,"操作系统通过目录结构组织大量文件,常见的目录结构包括单级目录、两级目录和树形目录",整体部分关系,文件系统,os.txt,0.67,relation_disambiguation_normalized
设备管理,has_part,安全保护,功能模块实体,功能模块实体,"操作系统的功能通常可以归纳为处理器管理、存储管理、设备管理和文件管理四大部分,同时还包括用户接口、安全保护、网络通信和系统调用等内容",整体部分关系,操作系统的主要功能,os.txt,0.67,relation_disambiguation_normalized
调度,has_part,系统吞吐量,处理器与调度实体,处理器与调度实体,调度的目标通常包括提高 CPU 利用率、增加系统吞吐量、减少周转时间、缩短响应时间和保证公平性,整体部分关系,处理器调度与调度算法,os.txt,0.67,relation_disambiguation_normalized
两级目录,is_a,操作系统,核心抽象实体,领域实体,"操作系统通过目录结构组织大量文件,常见的目录结构包括单级目录、两级目录和树形目录",上位包含关系,文件系统,os.txt,0.668,relation_disambiguation_normalized
分段,is_a,操作系统,内存管理实体,领域实体,"为了提升内存利用率并简化分配管理,现代操作系统普遍采用非连续分配技术,主要包括分页(Paging)和分段(Segmentation)",上位包含关系,内存管理与虚拟内存,os.txt,0.668,relation_disambiguation_normalized
多线程,used_for,并行计算任务,核心抽象实体,进程与线程实体,"多线程机制有助于提升程序并发能力,尤其适用于图形界面程序、服务器程序和并行计算任务",用途关系,进程与线程,os.txt,0.668,relation_disambiguation_normalized
地址空间,is_a,进程,核心抽象实体,核心抽象实体,"进程不仅包含程序本身,还包括程序计数器、寄存器内容、地址空间、打开的文件、相关资源和运行状态等信息",上位包含关系,进程与线程,os.txt,0.666,relation_disambiguation_normalized
计算机系统,has_part,权衡,领域实体,核心思想与性质实体,"学习操作系统的价值,不仅在于掌握某些具体算法或概念,更在于理解计算机系统设计中的基本思想:抽象、分层、共享、保护、并发与权衡",枚举结构关系,总结,os.txt,0.666,relation_disambiguation_normalized
进程,causes,内存,核心抽象实体,资源与硬件实体,"课程中还会讨论抖动(Thrashing)现象,即进程频繁换页导致系统大部分时间都用于页面调度而非真正计算,这反映出内存管理与系统性能之间的紧密联系",因果关系,内存管理与虚拟内存,os.txt,0.664,relation_disambiguation_normalized
非连续分配,has_part,Segmentation,内存管理实体,内存管理实体,"为了提升内存利用率并简化分配管理,现代操作系统普遍采用非连续分配技术,主要包括分页(Paging)和分段(Segmentation)",整体部分关系,内存管理与虚拟内存,os.txt,0.664,relation_disambiguation_normalized
课程中还会讨论抖动,used_for,页面调度,虚拟内存与页面置换实体,资源与硬件实体,"课程中还会讨论抖动(Thrashing)现象,即进程频繁换页导致系统大部分时间都用于页面调度而非真正计算,这反映出内存管理与系统性能之间的紧密联系",用途关系,内存管理与虚拟内存,os.txt,0.662,relation_disambiguation_normalized
OS,is_a,资源管理,领域实体,领域实体,"操作系统(Operating System,简称 OS)是计算机系统中最核心的系统软件之一,它位于硬件与应用程序之间,承担资源管理、任务调度、服务提供和用户接口等重要职责",上下位关系,操作系统的概念与地位,os.txt,0.66,relation_disambiguation_normalized
Thrashing,used_for,内存,虚拟内存与页面置换实体,资源与硬件实体,"课程中还会讨论抖动(Thrashing)现象,即进程频繁换页导致系统大部分时间都用于页面调度而非真正计算,这反映出内存管理与系统性能之间的紧密联系",用途关系,内存管理与虚拟内存,os.txt,0.66,relation_disambiguation_normalized
处理器管理,has_part,用户接口,资源与硬件实体,领域实体,"操作系统的功能通常可以归纳为处理器管理、存储管理、设备管理和文件管理四大部分,同时还包括用户接口、安全保护、网络通信和系统调用等内容",整体部分关系,操作系统的主要功能,os.txt,0.66,relation_disambiguation_normalized
安全保护,is_a,存储管理,功能模块实体,功能模块实体,"操作系统的功能通常可以归纳为处理器管理、存储管理、设备管理和文件管理四大部分,同时还包括用户接口、安全保护、网络通信和系统调用等内容",上位包含关系,操作系统的主要功能,os.txt,0.66,relation_disambiguation_normalized
操作系统,is_a,系统软件,领域实体,领域实体,"操作系统(Operating System,简称 OS)是计算机系统中最核心的系统软件之一,它位于硬件与应用程序之间,承担资源管理、任务调度、服务提供和用户接口等重要职责",上下位关系,操作系统的概念与地位,os.txt,0.66,relation_disambiguation_normalized
文件管理,has_part,系统调用,核心抽象实体,领域实体,"操作系统的功能通常可以归纳为处理器管理、存储管理、设备管理和文件管理四大部分,同时还包括用户接口、安全保护、网络通信和系统调用等内容",整体部分关系,操作系统的主要功能,os.txt,0.66,relation_disambiguation_normalized
网络通信,is_a,设备管理,功能模块实体,功能模块实体,"操作系统的功能通常可以归纳为处理器管理、存储管理、设备管理和文件管理四大部分,同时还包括用户接口、安全保护、网络通信和系统调用等内容",上位包含关系,操作系统的主要功能,os.txt,0.66,relation_disambiguation_normalized
课程中还会讨论抖动,used_for,内存,虚拟内存与页面置换实体,资源与硬件实体,"课程中还会讨论抖动(Thrashing)现象,即进程频繁换页导致系统大部分时间都用于页面调度而非真正计算,这反映出内存管理与系统性能之间的紧密联系",用途关系,内存管理与虚拟内存,os.txt,0.66,relation_disambiguation_normalized
课程中还会讨论抖动,causes,页面调度,虚拟内存与页面置换实体,资源与硬件实体,"课程中还会讨论抖动(Thrashing)现象,即进程频繁换页导致系统大部分时间都用于页面调度而非真正计算,这反映出内存管理与系统性能之间的紧密联系",因果关系,内存管理与虚拟内存,os.txt,0.652,relation_disambiguation_normalized
Segmentation,is_a,操作系统,内存管理实体,领域实体,"为了提升内存利用率并简化分配管理,现代操作系统普遍采用非连续分配技术,主要包括分页(Paging)和分段(Segmentation)",上位包含关系,内存管理与虚拟内存,os.txt,0.65,relation_disambiguation_normalized
Thrashing,causes,内存,虚拟内存与页面置换实体,资源与硬件实体,"课程中还会讨论抖动(Thrashing)现象,即进程频繁换页导致系统大部分时间都用于页面调度而非真正计算,这反映出内存管理与系统性能之间的紧密联系",因果关系,内存管理与虚拟内存,os.txt,0.65,relation_disambiguation_normalized
地址映射,is_a,逻辑地址空间,内存管理实体,核心抽象实体,"分页将逻辑地址空间和物理内存都划分为固定大小的页和页框,程序运行时通过页表完成地址映射",上位包含关系,内存管理与虚拟内存,os.txt,0.65,relation_disambiguation_normalized
安全保护,is_a,处理器管理,功能模块实体,资源与硬件实体,"操作系统的功能通常可以归纳为处理器管理、存储管理、设备管理和文件管理四大部分,同时还包括用户接口、安全保护、网络通信和系统调用等内容",上位包含关系,操作系统的主要功能,os.txt,0.65,relation_disambiguation_normalized
系统调用,is_a,设备管理,领域实体,功能模块实体,"操作系统的功能通常可以归纳为处理器管理、存储管理、设备管理和文件管理四大部分,同时还包括用户接口、安全保护、网络通信和系统调用等内容",上位包含关系,操作系统的主要功能,os.txt,0.65,relation_disambiguation_normalized
操作系统,has_part,两级目录,领域实体,核心抽象实体,"操作系统通过目录结构组织大量文件,常见的目录结构包括单级目录、两级目录和树形目录",整体部分关系,文件系统,os.txt,0.648,relation_disambiguation_normalized
操作系统,has_part,分段,领域实体,内存管理实体,"为了提升内存利用率并简化分配管理,现代操作系统普遍采用非连续分配技术,主要包括分页(Paging)和分段(Segmentation)",整体部分关系,内存管理与虚拟内存,os.txt,0.648,relation_disambiguation_normalized
进程,has_part,地址空间,核心抽象实体,核心抽象实体,"进程不仅包含程序本身,还包括程序计数器、寄存器内容、地址空间、打开的文件、相关资源和运行状态等信息",整体部分关系,进程与线程,os.txt,0.646,relation_disambiguation_normalized
周转时间,is_a,调度,处理器与调度实体,处理器与调度实体,调度的目标通常包括提高 CPU 利用率、增加系统吞吐量、减少周转时间、缩短响应时间和保证公平性,上位包含关系,处理器调度与调度算法,os.txt,0.642,relation_disambiguation_normalized
存储管理,has_part,安全保护,功能模块实体,功能模块实体,"操作系统的功能通常可以归纳为处理器管理、存储管理、设备管理和文件管理四大部分,同时还包括用户接口、安全保护、网络通信和系统调用等内容",整体部分关系,操作系统的主要功能,os.txt,0.64,relation_disambiguation_normalized
设备管理,has_part,网络通信,功能模块实体,功能模块实体,"操作系统的功能通常可以归纳为处理器管理、存储管理、设备管理和文件管理四大部分,同时还包括用户接口、安全保护、网络通信和系统调用等内容",整体部分关系,操作系统的主要功能,os.txt,0.64,relation_disambiguation_normalized
树形目录,is_a,操作系统,核心抽象实体,领域实体,"操作系统通过目录结构组织大量文件,常见的目录结构包括单级目录、两级目录和树形目录",上位包含关系,文件系统,os.txt,0.638,relation_disambiguation_normalized
打开的文件,is_a,进程,核心抽象实体,核心抽象实体,"进程不仅包含程序本身,还包括程序计数器、寄存器内容、地址空间、打开的文件、相关资源和运行状态等信息",上位包含关系,进程与线程,os.txt,0.636,relation_disambiguation_normalized
FCFS,is_a,调度,调度算法实体,处理器与调度实体,"常见的调度算法包括先来先服务(First Come First Served,FCFS)、短作业优先(Shortest Job First,SJF)、时间片轮转(Round Robin,RR)、优先级调度和多级反馈队列(Multilevel Feedback Queue)等",上位包含关系,处理器调度与调度算法,os.txt,0.63,relation_disambiguation_normalized
Paging,is_a,内存,内存管理实体,资源与硬件实体,"为了提升内存利用率并简化分配管理,现代操作系统普遍采用非连续分配技术,主要包括分页(Paging)和分段(Segmentation)",上位包含关系,内存管理与虚拟内存,os.txt,0.63,relation_disambiguation_normalized
Segmentation,is_a,内存,内存管理实体,资源与硬件实体,"为了提升内存利用率并简化分配管理,现代操作系统普遍采用非连续分配技术,主要包括分页(Paging)和分段(Segmentation)",上位包含关系,内存管理与虚拟内存,os.txt,0.63,relation_disambiguation_normalized
Shortest Job First,is_a,调度,调度算法实体,处理器与调度实体,"常见的调度算法包括先来先服务(First Come First Served,FCFS)、短作业优先(Shortest Job First,SJF)、时间片轮转(Round Robin,RR)、优先级调度和多级反馈队列(Multilevel Feedback Queue)等",上位包含关系,处理器调度与调度算法,os.txt,0.63,relation_disambiguation_normalized
分段,is_a,内存,内存管理实体,资源与硬件实体,"为了提升内存利用率并简化分配管理,现代操作系统普遍采用非连续分配技术,主要包括分页(Paging)和分段(Segmentation)",上位包含关系,内存管理与虚拟内存,os.txt,0.63,relation_disambiguation_normalized
地址映射,is_a,分页,内存管理实体,资源与硬件实体,"分页将逻辑地址空间和物理内存都划分为固定大小的页和页框,程序运行时通过页表完成地址映射",上位包含关系,内存管理与虚拟内存,os.txt,0.63,relation_disambiguation_normalized
处理器管理,has_part,安全保护,资源与硬件实体,功能模块实体,"操作系统的功能通常可以归纳为处理器管理、存储管理、设备管理和文件管理四大部分,同时还包括用户接口、安全保护、网络通信和系统调用等内容",整体部分关系,操作系统的主要功能,os.txt,0.63,relation_disambiguation_normalized
安全保护,is_a,操作系统,功能模块实体,领域实体,"操作系统的功能通常可以归纳为处理器管理、存储管理、设备管理和文件管理四大部分,同时还包括用户接口、安全保护、网络通信和系统调用等内容",上位包含关系,操作系统的主要功能,os.txt,0.63,relation_disambiguation_normalized
操作系统,has_part,Segmentation,领域实体,内存管理实体,"为了提升内存利用率并简化分配管理,现代操作系统普遍采用非连续分配技术,主要包括分页(Paging)和分段(Segmentation)",整体部分关系,内存管理与虚拟内存,os.txt,0.63,relation_disambiguation_normalized
短作业优先,is_a,调度,调度算法实体,处理器与调度实体,"常见的调度算法包括先来先服务(First Come First Served,FCFS)、短作业优先(Shortest Job First,SJF)、时间片轮转(Round Robin,RR)、优先级调度和多级反馈队列(Multilevel Feedback Queue)等",上位包含关系,处理器调度与调度算法,os.txt,0.63,relation_disambiguation_normalized
系统调用,is_a,处理器管理,领域实体,资源与硬件实体,"操作系统的功能通常可以归纳为处理器管理、存储管理、设备管理和文件管理四大部分,同时还包括用户接口、安全保护、网络通信和系统调用等内容",上位包含关系,操作系统的主要功能,os.txt,0.63,relation_disambiguation_normalized
系统调用,is_a,存储管理,领域实体,功能模块实体,"操作系统的功能通常可以归纳为处理器管理、存储管理、设备管理和文件管理四大部分,同时还包括用户接口、安全保护、网络通信和系统调用等内容",上位包含关系,操作系统的主要功能,os.txt,0.63,relation_disambiguation_normalized
网络通信,is_a,处理器管理,功能模块实体,资源与硬件实体,"操作系统的功能通常可以归纳为处理器管理、存储管理、设备管理和文件管理四大部分,同时还包括用户接口、安全保护、网络通信和系统调用等内容",上位包含关系,操作系统的主要功能,os.txt,0.63,relation_disambiguation_normalized
网络通信,is_a,存储管理,功能模块实体,功能模块实体,"操作系统的功能通常可以归纳为处理器管理、存储管理、设备管理和文件管理四大部分,同时还包括用户接口、安全保护、网络通信和系统调用等内容",上位包含关系,操作系统的主要功能,os.txt,0.63,relation_disambiguation_normalized
设备管理,has_part,系统调用,功能模块实体,领域实体,"操作系统的功能通常可以归纳为处理器管理、存储管理、设备管理和文件管理四大部分,同时还包括用户接口、安全保护、网络通信和系统调用等内容",整体部分关系,操作系统的主要功能,os.txt,0.63,relation_disambiguation_normalized
运行状态,is_a,进程,进程与线程实体,核心抽象实体,"进程不仅包含程序本身,还包括程序计数器、寄存器内容、地址空间、打开的文件、相关资源和运行状态等信息",上位包含关系,进程与线程,os.txt,0.63,relation_disambiguation_normalized
调度,has_part,周转时间,处理器与调度实体,处理器与调度实体,调度的目标通常包括提高 CPU 利用率、增加系统吞吐量、减少周转时间、缩短响应时间和保证公平性,整体部分关系,处理器调度与调度算法,os.txt,0.622,relation_disambiguation_normalized
操作系统,has_part,树形目录,领域实体,核心抽象实体,"操作系统通过目录结构组织大量文件,常见的目录结构包括单级目录、两级目录和树形目录",整体部分关系,文件系统,os.txt,0.618,relation_disambiguation_normalized
进程,has_part,打开的文件,核心抽象实体,核心抽象实体,"进程不仅包含程序本身,还包括程序计数器、寄存器内容、地址空间、打开的文件、相关资源和运行状态等信息",整体部分关系,进程与线程,os.txt,0.616,relation_disambiguation_normalized
分页,is_a,内存,资源与硬件实体,资源与硬件实体,"为了提升内存利用率并简化分配管理,现代操作系统普遍采用非连续分配技术,主要包括分页(Paging)和分段(Segmentation)",上位包含关系,内存管理与虚拟内存,os.txt,0.612,relation_disambiguation_normalized
页表,is_a,分页,资源与硬件实体,资源与硬件实体,"分页将逻辑地址空间和物理内存都划分为固定大小的页和页框,程序运行时通过页表完成地址映射",上位包含关系,内存管理与虚拟内存,os.txt,0.612,relation_disambiguation_normalized
公平性,is_a,调度,处理器与调度实体,处理器与调度实体,调度的目标通常包括提高 CPU 利用率、增加系统吞吐量、减少周转时间、缩短响应时间和保证公平性,上位包含关系,处理器调度与调度算法,os.txt,0.61,relation_disambiguation_normalized
内存,has_part,Paging,资源与硬件实体,内存管理实体,"为了提升内存利用率并简化分配管理,现代操作系统普遍采用非连续分配技术,主要包括分页(Paging)和分段(Segmentation)",整体部分关系,内存管理与虚拟内存,os.txt,0.61,relation_disambiguation_normalized
内存,has_part,Segmentation,资源与硬件实体,内存管理实体,"为了提升内存利用率并简化分配管理,现代操作系统普遍采用非连续分配技术,主要包括分页(Paging)和分段(Segmentation)",整体部分关系,内存管理与虚拟内存,os.txt,0.61,relation_disambiguation_normalized
内存,has_part,分段,资源与硬件实体,内存管理实体,"为了提升内存利用率并简化分配管理,现代操作系统普遍采用非连续分配技术,主要包括分页(Paging)和分段(Segmentation)",整体部分关系,内存管理与虚拟内存,os.txt,0.61,relation_disambiguation_normalized
响应时间,is_a,调度,处理器与调度实体,处理器与调度实体,调度的目标通常包括提高 CPU 利用率、增加系统吞吐量、减少周转时间、缩短响应时间和保证公平性,上位包含关系,处理器调度与调度算法,os.txt,0.61,relation_disambiguation_normalized
处理器管理,has_part,系统调用,资源与硬件实体,领域实体,"操作系统的功能通常可以归纳为处理器管理、存储管理、设备管理和文件管理四大部分,同时还包括用户接口、安全保护、网络通信和系统调用等内容",整体部分关系,操作系统的主要功能,os.txt,0.61,relation_disambiguation_normalized
处理器管理,has_part,网络通信,资源与硬件实体,功能模块实体,"操作系统的功能通常可以归纳为处理器管理、存储管理、设备管理和文件管理四大部分,同时还包括用户接口、安全保护、网络通信和系统调用等内容",整体部分关系,操作系统的主要功能,os.txt,0.61,relation_disambiguation_normalized
存储管理,has_part,系统调用,功能模块实体,领域实体,"操作系统的功能通常可以归纳为处理器管理、存储管理、设备管理和文件管理四大部分,同时还包括用户接口、安全保护、网络通信和系统调用等内容",整体部分关系,操作系统的主要功能,os.txt,0.61,relation_disambiguation_normalized
存储管理,has_part,网络通信,功能模块实体,功能模块实体,"操作系统的功能通常可以归纳为处理器管理、存储管理、设备管理和文件管理四大部分,同时还包括用户接口、安全保护、网络通信和系统调用等内容",整体部分关系,操作系统的主要功能,os.txt,0.61,relation_disambiguation_normalized
操作系统,has_part,安全保护,领域实体,功能模块实体,"操作系统的功能通常可以归纳为处理器管理、存储管理、设备管理和文件管理四大部分,同时还包括用户接口、安全保护、网络通信和系统调用等内容",整体部分关系,操作系统的主要功能,os.txt,0.61,relation_disambiguation_normalized
用户接口,is_a,操作系统,领域实体,领域实体,"操作系统的功能通常可以归纳为处理器管理、存储管理、设备管理和文件管理四大部分,同时还包括用户接口、安全保护、网络通信和系统调用等内容",上位包含关系,操作系统的主要功能,os.txt,0.61,relation_disambiguation_normalized
调度,has_part,FCFS,处理器与调度实体,调度算法实体,"常见的调度算法包括先来先服务(First Come First Served,FCFS)、短作业优先(Shortest Job First,SJF)、时间片轮转(Round Robin,RR)、优先级调度和多级反馈队列(Multilevel Feedback Queue)等",整体部分关系,处理器调度与调度算法,os.txt,0.61,relation_disambiguation_normalized
调度,has_part,Shortest Job First,处理器与调度实体,调度算法实体,"常见的调度算法包括先来先服务(First Come First Served,FCFS)、短作业优先(Shortest Job First,SJF)、时间片轮转(Round Robin,RR)、优先级调度和多级反馈队列(Multilevel Feedback Queue)等",整体部分关系,处理器调度与调度算法,os.txt,0.61,relation_disambiguation_normalized
调度,has_part,短作业优先,处理器与调度实体,调度算法实体,"常见的调度算法包括先来先服务(First Come First Served,FCFS)、短作业优先(Shortest Job First,SJF)、时间片轮转(Round Robin,RR)、优先级调度和多级反馈队列(Multilevel Feedback Queue)等",整体部分关系,处理器调度与调度算法,os.txt,0.61,relation_disambiguation_normalized
进程,has_part,运行状态,核心抽象实体,进程与线程实体,"进程不仅包含程序本身,还包括程序计数器、寄存器内容、地址空间、打开的文件、相关资源和运行状态等信息",整体部分关系,进程与线程,os.txt,0.61,relation_disambiguation_normalized
内存,has_part,分页,资源与硬件实体,资源与硬件实体,"为了提升内存利用率并简化分配管理,现代操作系统普遍采用非连续分配技术,主要包括分页(Paging)和分段(Segmentation)",整体部分关系,内存管理与虚拟内存,os.txt,0.592,relation_disambiguation_normalized
操作系统,has_part,用户接口,领域实体,领域实体,"操作系统的功能通常可以归纳为处理器管理、存储管理、设备管理和文件管理四大部分,同时还包括用户接口、安全保护、网络通信和系统调用等内容",整体部分关系,操作系统的主要功能,os.txt,0.59,relation_disambiguation_normalized
调度,has_part,公平性,处理器与调度实体,处理器与调度实体,调度的目标通常包括提高 CPU 利用率、增加系统吞吐量、减少周转时间、缩短响应时间和保证公平性,整体部分关系,处理器调度与调度算法,os.txt,0.59,relation_disambiguation_normalized
调度,has_part,响应时间,处理器与调度实体,处理器与调度实体,调度的目标通常包括提高 CPU 利用率、增加系统吞吐量、减少周转时间、缩短响应时间和保证公平性,整体部分关系,处理器调度与调度算法,os.txt,0.59,relation_disambiguation_normalized
