input_file,input_row_id,original_head,original_relation,original_tail,canonical_head,canonical_relation,canonical_tail,kept_relation,decision,canonicalization_actions,candidate_relations,winner_score,runner_up_score,score_margin,basis,evidence
java.csv,113,循环结构,has_part,do-while,循环结构,has_part,do-while,has_part,kept,,has_part,0.7341,,,"has_part: score=0.734, conf=0.724, support=1, cues=枚举结构",循环结构:for、while、do-while
java.csv,114,抽象方法,is_a,抽象类,抽象方法,is_a,抽象类,is_a,kept,,is_a,0.6081,,,"is_a: score=0.608, conf=0.722, support=1, cues=!包含","抽象类:使用abstract修饰,可以包含抽象方法和具体方法,不能实例化"
java.csv,115,List,has_part,数组,List,has_part,数组,has_part,kept,,has_part,0.7316,,,"has_part: score=0.732, conf=0.720, support=1, cues=枚举结构","List的实现类:ArrayList(数组结构,查询快增删慢)、LinkedList(链表结构,增删快查询慢)、Vector(线程安全,较少用)"
java.csv,116,接口,has_part,abstract,接口,has_part,abstract,is_a,relation_conflict_resolved,,is_a | has_part,0.7790,0.7316,0.0474,"is_a: score=0.779, conf=0.790, support=1, cues=上下位；has_part: score=0.732, conf=0.720, support=1, cues=枚举结构","接口:所有方法默认是public abstract(Java 8后可以有默认方法和静态方法),字段默认是public static final"
java.csv,117,Annotation,is_a,解析,Annotation,is_a,解析,is_a,kept,,is_a,0.7505,,,"is_a: score=0.750, conf=0.718, support=1, cues=上下位,是一种","注解(Annotation)是一种元数据,不直接影响代码逻辑,但可以被工具或框架解析"
java.csv,118,String,is_a,对象,String,is_a,对象,is_a,kept,,is_a,0.7344,,,"is_a: score=0.734, conf=0.718, support=1, cues=上下位","String类是不可变的(immutable),任何修改都会产生新对象"
java.csv,119,volatile,has_part,指令重排序,volatile,has_part,指令重排序,has_part,kept,,has_part,0.7304,,,"has_part: score=0.730, conf=0.718, support=1, cues=枚举结构","volatile关键字:保证可见性,禁止指令重排序,但不保证原子性"
java.csv,120,实例,is_a,abstract,实例,is_a,abstract,is_a,kept,,is_a,0.6044,,,"is_a: score=0.604, conf=0.716, support=1, cues=!包含","抽象类:使用abstract修饰,可以包含抽象方法和具体方法,不能实例化"
java.csv,121,Hashtable,implemented_by,Map,Hashtable,implemented_by,Map,implemented_by,kept,,implemented_by,0.7621,,,"implemented_by: score=0.762, conf=0.714, support=1, cues=实现关系,实现类,实现","Map的实现类:HashMap(无序,允许null键值)、Hashtable(线程安全,不允许null)、TreeMap(有序)、LinkedHashMap(保持插入顺序)"
java.csv,122,对象,has_part,getClass,对象,has_part,getClass,has_part,kept,,has_part,0.7279,,,"has_part: score=0.728, conf=0.714, support=1, cues=枚举结构","获取Class对象的方式:类名.class、对象.getClass()、Class.forName(""全限定名"")"
java.csv,123,线程状态,has_part,超时等待,线程状态,has_part,超时等待,has_part,kept,,has_part,0.7279,,,"has_part: score=0.728, conf=0.714, support=1, cues=枚举结构",线程状态:新建、就绪、运行、阻塞、等待、超时等待、终止
java.csv,124,finally,is_a,JVM退出,finally,is_a,JVM退出,used_for,relation_conflict_resolved,,used_for | is_a,0.7392,0.7018,0.0374,"used_for: score=0.739, conf=0.690, support=1, cues=用途,用于,常用于；is_a: score=0.702, conf=0.710, support=1, cues=上下位,!用于","finally块通常用于释放资源,无论是否发生异常都会执行(除非JVM退出)"
java.csv,125,LinkedHashSet,implemented_by,Set,LinkedHashSet,implemented_by,Set,implemented_by,kept,,implemented_by,0.7308,,,"implemented_by: score=0.731, conf=0.708, support=1, cues=实现关系,实现类,实现,!基于","Set的实现类:HashSet(无序,基于HashMap)、LinkedHashSet(有序)、TreeSet(排序,基于红黑树)"
java.csv,126,标记-清除,is_a,垃圾回收,标记-清除,is_a,垃圾回收,is_a,kept,,is_a,0.5718,,,"is_a: score=0.572, conf=0.708, support=1, cues=!包含,!包括","垃圾回收(GC):主要回收堆内存,算法包括标记-清除、复制、标记-整理、分代收集"
java.csv,127,GC,has_part,标记-清除,GC,has_part,标记-清除,has_part,kept,,has_part,0.7391,,,"has_part: score=0.739, conf=0.706, support=1, cues=枚举结构,包括","垃圾回收(GC):主要回收堆内存,算法包括标记-清除、复制、标记-整理、分代收集"
java.csv,128,Java,is_a,static,Java,is_a,static,is_a,kept,,is_a,0.7270,,,"is_a: score=0.727, conf=0.706, support=1, cues=上下位","接口:所有方法默认是public abstract(Java 8后可以有默认方法和静态方法),字段默认是public static final"
java.csv,129,基本数据类型,has_part,int,基本数据类型,has_part,int,has_part,kept,,has_part,0.7391,,,"has_part: score=0.739, conf=0.706, support=1, cues=枚举结构,包括",基本数据类型包括:byte、short、int、long、float、double、char、boolean
java.csv,130,LinkedList,implemented_by,List,LinkedList,implemented_by,List,implemented_by,kept,,implemented_by,0.7547,,,"implemented_by: score=0.755, conf=0.702, support=1, cues=实现关系,实现类,实现","List的实现类:ArrayList(数组结构,查询快增删慢)、LinkedList(链表结构,增删快查询慢)、Vector(线程安全,较少用)"
java.csv,131,long,is_a,基本数据类型,long,is_a,基本数据类型,is_a,kept,,is_a,0.5681,,,"is_a: score=0.568, conf=0.702, support=1, cues=!包含,!包括",基本数据类型包括:byte、short、int、long、float、double、char、boolean
java.csv,132,多态的表现形式,has_part,实现类对象,多态的表现形式,has_part,实现类对象,has_part,kept,,has_part,0.7205,,,"has_part: score=0.720, conf=0.702, support=1, cues=枚举结构",多态的表现形式:父类引用指向子类对象、接口引用指向实现类对象
java.csv,133,抽象类,has_part,抽象方法,抽象类,has_part,抽象方法,has_part,kept,,has_part,0.7366,,,"has_part: score=0.737, conf=0.702, support=1, cues=枚举结构,包含","抽象类:使用abstract修饰,可以包含抽象方法和具体方法,不能实例化"
java.csv,134,静态变量,is_a,变量,静态变量,is_a,变量,is_a,kept,,is_a,0.5957,,,"is_a: score=0.596, conf=0.702, support=1, cues=!包含",变量分为局部变量、成员变量(实例变量)和静态变量(类变量)
java.csv,135,线程池,has_part,ThreadPoolExecutor,线程池,has_part,ThreadPoolExecutor,has_part,kept,,has_part,0.7192,,,"has_part: score=0.719, conf=0.700, support=1, cues=枚举结构","线程池:Executor框架,常用类ThreadPoolExecutor"
java.csv,136,Exception,is_a,父类,Exception,is_a,父类,is_a,kept,,is_a,0.5932,,,"is_a: score=0.593, conf=0.698, support=1, cues=!包含","Throwable是顶级父类,下面分为Error(严重错误,不可处理)和Exception(可处理)"
java.csv,137,Throwable,is_a,Exception,Throwable,is_a,Exception,is_a,kept,,is_a,0.7220,,,"is_a: score=0.722, conf=0.698, support=1, cues=上下位","Throwable是顶级父类,下面分为Error(严重错误,不可处理)和Exception(可处理)"
java.csv,138,abstract,is_a,public,abstract,is_a,public,is_a,kept,,is_a,0.7220,,,"is_a: score=0.722, conf=0.698, support=1, cues=上下位","接口:所有方法默认是public abstract(Java 8后可以有默认方法和静态方法),字段默认是public static final"
java.csv,139,abstract,has_part,实例,abstract,has_part,实例,has_part,kept,,has_part,0.7329,,,"has_part: score=0.733, conf=0.696, support=1, cues=整体部分,包含","抽象类:使用abstract修饰,可以包含抽象方法和具体方法,不能实例化"
java.csv,140,跳转语句,has_part,return,跳转语句,has_part,return,has_part,kept,,has_part,0.7155,,,"has_part: score=0.716, conf=0.694, support=1, cues=枚举结构",跳转语句:break、continue、return
java.csv,141,具体方法,is_a,抽象类,具体方法,is_a,抽象类,is_a,kept,,is_a,0.5895,,,"is_a: score=0.589, conf=0.692, support=1, cues=!包含","抽象类:使用abstract修饰,可以包含抽象方法和具体方法,不能实例化"
java.csv,142,类变量,is_a,变量,类变量,is_a,变量,is_a,kept,,is_a,0.5895,,,"is_a: score=0.589, conf=0.692, support=1, cues=!包含",变量分为局部变量、成员变量(实例变量)和静态变量(类变量)
java.csv,143,FutureTask,implemented_by,Thread,FutureTask,implemented_by,Thread,implemented_by,kept,,implemented_by,0.7311,,,"implemented_by: score=0.731, conf=0.690, support=1, cues=实现关系,实现",创建线程的方式:继承Thread类、实现Runnable接口、实现Callable接口(配合FutureTask)
java.csv,144,finally,used_for,JVM退出,finally,used_for,JVM退出,used_for,kept,,used_for | is_a,0.7392,0.7018,0.0374,"used_for: score=0.739, conf=0.690, support=1, cues=用途,用于,常用于；is_a: score=0.702, conf=0.710, support=1, cues=上下位,!用于","finally块通常用于释放资源,无论是否发生异常都会执行(除非JVM退出)"
java.csv,145,复制,is_a,GC,复制,is_a,GC,is_a,kept,,is_a,0.5606,,,"is_a: score=0.561, conf=0.690, support=1, cues=!包含,!包括","垃圾回收(GC):主要回收堆内存,算法包括标记-清除、复制、标记-整理、分代收集"
java.csv,146,核心类,has_part,Constructor,核心类,has_part,Constructor,has_part,kept,,has_part,0.7130,,,"has_part: score=0.713, conf=0.690, support=1, cues=枚举结构",核心类:Class、Method、Field、Constructor
java.csv,147,Set,depends_on,LinkedHashSet,Set,depends_on,LinkedHashSet,depends_on,kept,,depends_on,0.7239,,,"depends_on: score=0.724, conf=0.688, support=1, cues=依赖,基于","Set的实现类:HashSet(无序,基于HashMap)、LinkedHashSet(有序)、TreeSet(排序,基于红黑树)"
java.csv,148,垃圾回收,has_part,标记-清除,垃圾回收,has_part,标记-清除,has_part,kept,,has_part,0.7279,,,"has_part: score=0.728, conf=0.688, support=1, cues=整体部分,包括","垃圾回收(GC):主要回收堆内存,算法包括标记-清除、复制、标记-整理、分代收集"
java.csv,149,继承,is_a,父类,继承,is_a,父类,is_a,kept,,is_a,0.7158,,,"is_a: score=0.716, conf=0.688, support=1, cues=上下位","继承使用extends关键字,Java是单继承,一个类只能有一个直接父类"
java.csv,150,Class,is_a,实例,Class,is_a,实例,is_a,kept,,is_a,0.7146,,,"is_a: score=0.715, conf=0.686, support=1, cues=上下位","类(Class)和对象(Object)的关系:类是对象的模板,对象是类的实例"
java.csv,151,元注解,used_for,@Documented,元注解,used_for,@Documented,used_for,kept,,used_for,0.7207,,,"used_for: score=0.721, conf=0.686, support=1, cues=用途,用于",元注解(用于注解的注解):@Retention、@Target、@Documented、@Inherited
java.csv,152,注解,has_part,@Documented,注解,has_part,@Documented,has_part,kept,,has_part,0.6817,,,"has_part: score=0.682, conf=0.684, support=1, cues=枚举结构,!用于",元注解(用于注解的注解):@Retention、@Target、@Documented、@Inherited
java.csv,153,线程状态,has_part,终止,线程状态,has_part,终止,has_part,kept,,has_part,0.7093,,,"has_part: score=0.709, conf=0.684, support=1, cues=枚举结构",线程状态:新建、就绪、运行、阻塞、等待、超时等待、终止
java.csv,154,Object,has_part,实例,Object,has_part,实例,is_a,relation_conflict_resolved,,is_a | has_part,0.7555,0.7081,0.0474,"is_a: score=0.755, conf=0.752, support=1, cues=上下位；has_part: score=0.708, conf=0.682, support=1, cues=枚举结构","类(Class)和对象(Object)的关系:类是对象的模板,对象是类的实例"
java.csv,155,Set,has_part,HashMap,Set,has_part,HashMap,depends_on,relation_conflict_resolved,,depends_on | has_part,0.7574,0.6805,0.0769,"depends_on: score=0.757, conf=0.742, support=1, cues=依赖,基于；has_part: score=0.680, conf=0.682, support=1, cues=枚举结构,!基于","Set的实现类:HashSet(无序,基于HashMap)、LinkedHashSet(有序)、TreeSet(排序,基于红黑树)"
java.csv,156,基本数据类型,has_part,long,基本数据类型,has_part,long,has_part,kept,,has_part,0.7242,,,"has_part: score=0.724, conf=0.682, support=1, cues=枚举结构,包括",基本数据类型包括:byte、short、int、long、float、double、char、boolean
java.csv,157,Java,is_a,final,Java,is_a,final,is_a,kept,,is_a,0.7108,,,"is_a: score=0.711, conf=0.680, support=1, cues=上下位","接口:所有方法默认是public abstract(Java 8后可以有默认方法和静态方法),字段默认是public static final"
java.csv,158,接口,is_a,默认方法,接口,is_a,默认方法,is_a,kept,,is_a,0.7108,,,"is_a: score=0.711, conf=0.680, support=1, cues=上下位","接口:所有方法默认是public abstract(Java 8后可以有默认方法和静态方法),字段默认是public static final"
java.csv,159,float,is_a,基本数据类型,float,is_a,基本数据类型,is_a,kept,,is_a,0.5495,,,"is_a: score=0.549, conf=0.672, support=1, cues=!包含,!包括",基本数据类型包括:byte、short、int、long、float、double、char、boolean
java.csv,160,复制,is_a,垃圾回收,复制,is_a,垃圾回收,is_a,kept,,is_a,0.5495,,,"is_a: score=0.549, conf=0.672, support=1, cues=!包含,!包括","垃圾回收(GC):主要回收堆内存,算法包括标记-清除、复制、标记-整理、分代收集"
java.csv,161,抽象类,has_part,具体方法,抽象类,has_part,具体方法,has_part,kept,,has_part,0.7180,,,"has_part: score=0.718, conf=0.672, support=1, cues=枚举结构,包含","抽象类:使用abstract修饰,可以包含抽象方法和具体方法,不能实例化"
java.csv,162,标记-整理,is_a,GC,标记-整理,is_a,GC,is_a,kept,,is_a,0.5495,,,"is_a: score=0.549, conf=0.672, support=1, cues=!包含,!包括","垃圾回收(GC):主要回收堆内存,算法包括标记-清除、复制、标记-整理、分代收集"
java.csv,163,注解,has_part,@SuppressWarnings,注解,has_part,@SuppressWarnings,has_part,kept,,has_part,0.7019,,,"has_part: score=0.702, conf=0.672, support=1, cues=枚举结构",内置注解:@Override、@Deprecated、@SuppressWarnings、@FunctionalInterface
java.csv,164,类加载器,has_part,Extension ClassLoader,类加载器,has_part,Extension ClassLoader,has_part,kept,,has_part,0.7019,,,"has_part: score=0.702, conf=0.672, support=1, cues=枚举结构","类加载器:Bootstrap ClassLoader、Extension ClassLoader、Application ClassLoader,双亲委派模型"
java.csv,165,GC,has_part,复制,GC,has_part,复制,has_part,kept,,has_part,0.7167,,,"has_part: score=0.717, conf=0.670, support=1, cues=枚举结构,包括","垃圾回收(GC):主要回收堆内存,算法包括标记-清除、复制、标记-整理、分代收集"
java.csv,166,接口,has_part,Java,接口,has_part,Java,is_a,relation_conflict_resolved,,is_a | has_part,0.7456,0.6982,0.0474,"is_a: score=0.746, conf=0.736, support=1, cues=上下位；has_part: score=0.698, conf=0.666, support=1, cues=枚举结构","接口:所有方法默认是public abstract(Java 8后可以有默认方法和静态方法),字段默认是public static final"
java.csv,167,接口,has_part,Queue,接口,has_part,Queue,has_part,kept,,has_part,0.6982,,,"has_part: score=0.698, conf=0.666, support=1, cues=枚举结构",Collection接口的子接口:List(有序可重复)、Set(无序不重复)、Queue(队列)
java.csv,168,接口,has_part,实例变量,接口,has_part,实例变量,has_part,kept,,has_part,0.6982,,,"has_part: score=0.698, conf=0.666, support=1, cues=枚举结构","抽象类和接口的区别:抽象类可以有状态(成员变量),接口不能有实例变量"
java.csv,169,abstract,is_a,static,abstract,is_a,static,is_a,kept,,is_a,0.6984,,,"is_a: score=0.698, conf=0.660, support=1, cues=上下位","接口:所有方法默认是public abstract(Java 8后可以有默认方法和静态方法),字段默认是public static final"
java.csv,170,元注解,used_for,@Inherited,元注解,used_for,@Inherited,used_for,kept,,used_for,0.7045,,,"used_for: score=0.705, conf=0.660, support=1, cues=用途,用于",元注解(用于注解的注解):@Retention、@Target、@Documented、@Inherited
java.csv,171,synchronized,has_part,互斥锁,synchronized,has_part,互斥锁,has_part,kept,,has_part,0.6932,,,"has_part: score=0.693, conf=0.658, support=1, cues=枚举结构","synchronized关键字:修饰实例方法、静态方法、代码块,实现互斥锁"
java.csv,172,volatile,has_part,原子性,volatile,has_part,原子性,has_part,kept,,has_part,0.6932,,,"has_part: score=0.693, conf=0.658, support=1, cues=枚举结构","volatile关键字:保证可见性,禁止指令重排序,但不保证原子性"
java.csv,173,标记-整理,is_a,垃圾回收,标记-整理,is_a,垃圾回收,is_a,kept,,is_a,0.5383,,,"is_a: score=0.538, conf=0.654, support=1, cues=!包含,!包括","垃圾回收(GC):主要回收堆内存,算法包括标记-清除、复制、标记-整理、分代收集"
java.csv,174,GC,has_part,标记-整理,GC,has_part,标记-整理,has_part,kept,,has_part,0.7056,,,"has_part: score=0.706, conf=0.652, support=1, cues=枚举结构,包括","垃圾回收(GC):主要回收堆内存,算法包括标记-清除、复制、标记-整理、分代收集"
java.csv,175,HashMap,depends_on,红黑树,HashMap,depends_on,红黑树,depends_on,kept,,depends_on,0.7016,,,"depends_on: score=0.702, conf=0.652, support=1, cues=依赖,基于","Set的实现类:HashSet(无序,基于HashMap)、LinkedHashSet(有序)、TreeSet(排序,基于红黑树)"
java.csv,176,HashSet,depends_on,TreeSet,HashSet,depends_on,TreeSet,depends_on,kept,,depends_on,0.7016,,,"depends_on: score=0.702, conf=0.652, support=1, cues=依赖,基于","Set的实现类:HashSet(无序,基于HashMap)、LinkedHashSet(有序)、TreeSet(排序,基于红黑树)"
java.csv,177,垃圾回收,has_part,复制,垃圾回收,has_part,复制,has_part,kept,,has_part,0.7056,,,"has_part: score=0.706, conf=0.652, support=1, cues=整体部分,包括","垃圾回收(GC):主要回收堆内存,算法包括标记-清除、复制、标记-整理、分代收集"
java.csv,178,基本数据类型,has_part,float,基本数据类型,has_part,float,has_part,kept,,has_part,0.7056,,,"has_part: score=0.706, conf=0.652, support=1, cues=枚举结构,包括",基本数据类型包括:byte、short、int、long、float、double、char、boolean
java.csv,179,访问控制修饰符,has_part,protected,访问控制修饰符,has_part,protected,has_part,kept,,has_part,0.6895,,,"has_part: score=0.689, conf=0.652, support=1, cues=枚举结构",访问控制修饰符:private、default(无修饰符)、protected、public
java.csv,180,实例,is_a,抽象类,实例,is_a,抽象类,is_a,kept,,is_a,0.5634,,,"is_a: score=0.563, conf=0.650, support=1, cues=!包含","抽象类:使用abstract修饰,可以包含抽象方法和具体方法,不能实例化"
java.csv,181,Exception,is_a,Throwable,Exception,is_a,Throwable,is_a,kept,,is_a,0.5622,,,"is_a: score=0.562, conf=0.648, support=1, cues=!包含","Throwable是顶级父类,下面分为Error(严重错误,不可处理)和Exception(可处理)"
java.csv,182,double,is_a,基本数据类型,double,is_a,基本数据类型,is_a,kept,,is_a,0.5272,,,"is_a: score=0.527, conf=0.636, support=1, cues=!包含,!包括",基本数据类型包括:byte、short、int、long、float、double、char、boolean
java.csv,183,分代收集,is_a,GC,分代收集,is_a,GC,is_a,kept,,is_a,0.5272,,,"is_a: score=0.527, conf=0.636, support=1, cues=!包含,!包括","垃圾回收(GC):主要回收堆内存,算法包括标记-清除、复制、标记-整理、分代收集"
java.csv,184,垃圾回收,has_part,标记-整理,垃圾回收,has_part,标记-整理,has_part,kept,,has_part,0.6944,,,"has_part: score=0.694, conf=0.634, support=1, cues=整体部分,包括","垃圾回收(GC):主要回收堆内存,算法包括标记-清除、复制、标记-整理、分代收集"
java.csv,185,抽象类,has_part,实例,抽象类,has_part,实例,has_part,kept,,has_part,0.6919,,,"has_part: score=0.692, conf=0.630, support=1, cues=整体部分,包含","抽象类:使用abstract修饰,可以包含抽象方法和具体方法,不能实例化"
java.csv,186,分代收集,is_a,垃圾回收,分代收集,is_a,垃圾回收,is_a,kept,,is_a,0.5160,,,"is_a: score=0.516, conf=0.618, support=1, cues=!包含,!包括","垃圾回收(GC):主要回收堆内存,算法包括标记-清除、复制、标记-整理、分代收集"
java.csv,187,GC,has_part,分代收集,GC,has_part,分代收集,has_part,kept,,has_part,0.6833,,,"has_part: score=0.683, conf=0.616, support=1, cues=整体部分,包括","垃圾回收(GC):主要回收堆内存,算法包括标记-清除、复制、标记-整理、分代收集"
java.csv,188,基本数据类型,has_part,double,基本数据类型,has_part,double,has_part,kept,,has_part,0.6833,,,"has_part: score=0.683, conf=0.616, support=1, cues=整体部分,包括",基本数据类型包括:byte、short、int、long、float、double、char、boolean
java.csv,189,Unchecked Exception,is_a,Exception,Unchecked Exception,is_a,Exception,is_a,kept,,is_a,0.5399,,,"is_a: score=0.540, conf=0.612, support=1, cues=!包含","Exception分为:Checked Exception(编译时异常,必须处理)和Unchecked Exception(运行时异常,不强制处理)"
java.csv,190,boolean,is_a,基本数据类型,boolean,is_a,基本数据类型,is_a,kept,,is_a,0.5110,,,"is_a: score=0.511, conf=0.610, support=1, cues=!包含,!包括",基本数据类型包括:byte、short、int、long、float、double、char、boolean
java.csv,191,char,is_a,基本数据类型,char,is_a,基本数据类型,is_a,kept,,is_a,0.5110,,,"is_a: score=0.511, conf=0.610, support=1, cues=!包含,!包括",基本数据类型包括:byte、short、int、long、float、double、char、boolean
java.csv,192,垃圾回收,has_part,分代收集,垃圾回收,has_part,分代收集,has_part,kept,,has_part,0.6721,,,"has_part: score=0.672, conf=0.598, support=1, cues=整体部分,包括","垃圾回收(GC):主要回收堆内存,算法包括标记-清除、复制、标记-整理、分代收集"
java.csv,193,基本数据类型,has_part,boolean,基本数据类型,has_part,boolean,has_part,kept,,has_part,0.6671,,,"has_part: score=0.667, conf=0.590, support=1, cues=整体部分,包括",基本数据类型包括:byte、short、int、long、float、double、char、boolean
java.csv,194,基本数据类型,has_part,char,基本数据类型,has_part,char,has_part,kept,,has_part,0.6671,,,"has_part: score=0.667, conf=0.590, support=1, cues=整体部分,包括",基本数据类型包括:byte、short、int、long、float、double、char、boolean
