head,relation,tail,head_type,tail_type,evidence,pattern_name,section_title,source_file,confidence,method
double,is_a,基本数据类型,数据类型实体,数据类型实体,基本数据类型包括:byte、short、int、long、float、double、char、boolean,上位包含关系,数据类型,java.txt,0.636,relation_disambiguation_normalized
垃圾回收,has_part,标记-整理,JVM 与内存管理实体,JVM 与内存管理实体,"垃圾回收(GC):主要回收堆内存,算法包括标记-清除、复制、标记-整理、分代收集",整体部分关系,JVM基础,java.txt,0.634,relation_disambiguation_normalized
分代收集,is_a,垃圾回收,JVM 与内存管理实体,JVM 与内存管理实体,"垃圾回收(GC):主要回收堆内存,算法包括标记-清除、复制、标记-整理、分代收集",上位包含关系,JVM基础,java.txt,0.618,relation_disambiguation_normalized
GC,has_part,分代收集,JVM 与内存管理实体,JVM 与内存管理实体,"垃圾回收(GC):主要回收堆内存,算法包括标记-清除、复制、标记-整理、分代收集",整体部分关系,JVM基础,java.txt,0.616,relation_disambiguation_normalized
基本数据类型,has_part,double,数据类型实体,数据类型实体,基本数据类型包括:byte、short、int、long、float、double、char、boolean,整体部分关系,数据类型,java.txt,0.616,relation_disambiguation_normalized
boolean,is_a,基本数据类型,数据类型实体,数据类型实体,基本数据类型包括:byte、short、int、long、float、double、char、boolean,上位包含关系,数据类型,java.txt,0.61,relation_disambiguation_normalized
char,is_a,基本数据类型,数据类型实体,数据类型实体,基本数据类型包括:byte、short、int、long、float、double、char、boolean,上位包含关系,数据类型,java.txt,0.61,relation_disambiguation_normalized
垃圾回收,has_part,分代收集,JVM 与内存管理实体,JVM 与内存管理实体,"垃圾回收(GC):主要回收堆内存,算法包括标记-清除、复制、标记-整理、分代收集",整体部分关系,JVM基础,java.txt,0.598,relation_disambiguation_normalized
基本数据类型,has_part,boolean,数据类型实体,数据类型实体,基本数据类型包括:byte、short、int、long、float、double、char、boolean,整体部分关系,数据类型,java.txt,0.59,relation_disambiguation_normalized
基本数据类型,has_part,char,数据类型实体,数据类型实体,基本数据类型包括:byte、short、int、long、float、double、char、boolean,整体部分关系,数据类型,java.txt,0.59,relation_disambiguation_normalized
