head,relation,tail,head_type,tail_type,confidence,evidence,pattern_names,section_titles,source_files,record_count,source_row_ids,source_relations,conflicting_relations,disambiguation_score,disambiguation_method,disambiguation_basis
处理器管理,has_part,系统调用,资源与硬件实体,领域实体,0.6100,"操作系统的功能通常可以归纳为处理器管理、存储管理、设备管理和文件管理四大部分,同时还包括用户接口、安全保护、网络通信和系统调用等内容",整体部分关系,操作系统的主要功能,os.txt,1,217,has_part,,0.6795,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"has_part: score=0.680, conf=0.610, support=1, cues=整体部分,包括"
处理器管理,has_part,网络通信,资源与硬件实体,功能模块实体,0.6100,"操作系统的功能通常可以归纳为处理器管理、存储管理、设备管理和文件管理四大部分,同时还包括用户接口、安全保护、网络通信和系统调用等内容",整体部分关系,操作系统的主要功能,os.txt,1,218,has_part,,0.6795,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"has_part: score=0.680, conf=0.610, support=1, cues=整体部分,包括"
处理器管理,is_a,CPU,资源与硬件实体,资源与硬件实体,0.8120,处理器管理的核心任务是让 CPU 合理地服务多个程序,上下位关系,操作系统的主要功能,os.txt,1,33,is_a,,0.7927,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"is_a: score=0.793, conf=0.812, support=1, cues=上下位"
多线程,used_for,图形界面程序,核心抽象实体,发展历程实体,0.7460,"多线程机制有助于提升程序并发能力,尤其适用于图形界面程序、服务器程序和并行计算任务",用途关系,进程与线程,os.txt,1,90,used_for,,0.7740,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"used_for: score=0.774, conf=0.746, support=1, cues=用途,用于,适用于"
多线程,used_for,并行计算任务,核心抽象实体,进程与线程实体,0.6680,"多线程机制有助于提升程序并发能力,尤其适用于图形界面程序、服务器程序和并行计算任务",用途关系,进程与线程,os.txt,1,163,used_for,,0.7256,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"used_for: score=0.726, conf=0.668, support=1, cues=用途,用于,适用于"
多线程,used_for,服务器程序,核心抽象实体,系统与平台实体,0.7040,"多线程机制有助于提升程序并发能力,尤其适用于图形界面程序、服务器程序和并行计算任务",用途关系,进程与线程,os.txt,1,130,used_for,,0.7479,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"used_for: score=0.748, conf=0.704, support=1, cues=用途,用于,适用于"
多道程序设计,is_a,CPU,发展历程实体,资源与硬件实体,0.6880,"所谓多道程序设计,是指将多个程序同时装入内存,在一个程序因输入输出操作而等待时,CPU 可以切换去执行其他程序,从而减少处理器空闲时间,提高系统吞吐量",上下位关系,操作系统的发展历程,os.txt,1,143,is_a,,0.7158,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"is_a: score=0.716, conf=0.688, support=1, cues=上下位"
多道程序设计,is_a,内存,发展历程实体,资源与硬件实体,0.8080,"所谓多道程序设计,是指将多个程序同时装入内存,在一个程序因输入输出操作而等待时,CPU 可以切换去执行其他程序,从而减少处理器空闲时间,提高系统吞吐量",上下位关系,操作系统的发展历程,os.txt,1,36,is_a,,0.7902,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"is_a: score=0.790, conf=0.808, support=1, cues=上下位"
存储管理,has_part,安全保护,功能模块实体,功能模块实体,0.6400,"操作系统的功能通常可以归纳为处理器管理、存储管理、设备管理和文件管理四大部分,同时还包括用户接口、安全保护、网络通信和系统调用等内容",整体部分关系,操作系统的主要功能,os.txt,1,187,has_part,,0.6981,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"has_part: score=0.698, conf=0.640, support=1, cues=整体部分,包括"
存储管理,has_part,用户接口,功能模块实体,领域实体,0.6900,"操作系统的功能通常可以归纳为处理器管理、存储管理、设备管理和文件管理四大部分,同时还包括用户接口、安全保护、网络通信和系统调用等内容",整体部分关系,操作系统的主要功能,os.txt,1,138,has_part,,0.7291,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"has_part: score=0.729, conf=0.690, support=1, cues=整体部分,包括"
存储管理,has_part,系统调用,功能模块实体,领域实体,0.6100,"操作系统的功能通常可以归纳为处理器管理、存储管理、设备管理和文件管理四大部分,同时还包括用户接口、安全保护、网络通信和系统调用等内容",整体部分关系,操作系统的主要功能,os.txt,1,219,has_part,,0.6795,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"has_part: score=0.680, conf=0.610, support=1, cues=整体部分,包括"
存储管理,has_part,网络通信,功能模块实体,功能模块实体,0.6100,"操作系统的功能通常可以归纳为处理器管理、存储管理、设备管理和文件管理四大部分,同时还包括用户接口、安全保护、网络通信和系统调用等内容",整体部分关系,操作系统的主要功能,os.txt,1,220,has_part,,0.6795,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"has_part: score=0.680, conf=0.610, support=1, cues=整体部分,包括"
安全保护,is_a,处理器管理,功能模块实体,资源与硬件实体,0.6500,"操作系统的功能通常可以归纳为处理器管理、存储管理、设备管理和文件管理四大部分,同时还包括用户接口、安全保护、网络通信和系统调用等内容",上位包含关系,操作系统的主要功能,os.txt,1,181,is_a,,0.5358,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"is_a: score=0.536, conf=0.650, support=1, cues=!包含,!包括"
安全保护,is_a,存储管理,功能模块实体,功能模块实体,0.6600,"操作系统的功能通常可以归纳为处理器管理、存储管理、设备管理和文件管理四大部分,同时还包括用户接口、安全保护、网络通信和系统调用等内容",上位包含关系,操作系统的主要功能,os.txt,1,172,is_a,,0.5420,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"is_a: score=0.542, conf=0.660, support=1, cues=!包含,!包括"
安全保护,is_a,操作系统,功能模块实体,领域实体,0.6300,"操作系统的功能通常可以归纳为处理器管理、存储管理、设备管理和文件管理四大部分,同时还包括用户接口、安全保护、网络通信和系统调用等内容",上位包含关系,操作系统的主要功能,os.txt,1,198,is_a,,0.5234,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"is_a: score=0.523, conf=0.630, support=1, cues=!包含,!包括"
安全保护,is_a,文件管理,功能模块实体,核心抽象实体,0.7400,"操作系统的功能通常可以归纳为处理器管理、存储管理、设备管理和文件管理四大部分,同时还包括用户接口、安全保护、网络通信和系统调用等内容",上位包含关系,操作系统的主要功能,os.txt,1,94,is_a,,0.5916,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"is_a: score=0.592, conf=0.740, support=1, cues=!包含,!包括"
安全保护,is_a,设备管理,功能模块实体,功能模块实体,0.6900,"操作系统的功能通常可以归纳为处理器管理、存储管理、设备管理和文件管理四大部分,同时还包括用户接口、安全保护、网络通信和系统调用等内容",上位包含关系,操作系统的主要功能,os.txt,1,139,is_a,,0.5606,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"is_a: score=0.561, conf=0.690, support=1, cues=!包含,!包括"
安全性判断,is_a,Banker’s Algorithm,死锁相关实体,死锁相关实体,0.7880,"避免则是在分配资源前进行安全性判断,典型方法是银行家算法(Banker’s Algorithm)",上下位关系,进程同步、互斥与死锁,os.txt,1,52,is_a,,0.7778,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"is_a: score=0.778, conf=0.788, support=1, cues=上下位"
安全性判断,is_a,银行家算法,死锁相关实体,死锁相关实体,0.8240,"避免则是在分配资源前进行安全性判断,典型方法是银行家算法(Banker’s Algorithm)",上下位关系,进程同步、互斥与死锁,os.txt,1,26,is_a,,0.8001,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"is_a: score=0.800, conf=0.824, support=1, cues=上下位"
寄存器,is_a,进程,进程与线程实体,核心抽象实体,0.7220,"进程不仅包含程序本身,还包括程序计数器、寄存器内容、地址空间、打开的文件、相关资源和运行状态等信息",上位包含关系,进程与线程,os.txt,1,112,is_a,,0.5805,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"is_a: score=0.580, conf=0.722, support=1, cues=!包含,!包括"
并发,implemented_by,操作系统,核心思想与性质实体,领域实体,0.8540,调度是操作系统实现“多任务并发”的核心机制,实现关系,处理器调度与调度算法,os.txt,1,15,implemented_by,,0.8328,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"implemented_by: score=0.833, conf=0.854, support=1, cues=实现关系,实现"
并发,implemented_by,进程与线程,核心思想与性质实体,核心抽象实体,0.8660,"它通过进程与线程机制实现并发执行,通过调度算法提高处理器利用率,通过同步与互斥保证共享资源访问正确,通过内存管理和虚拟内存扩展系统能力,通过文件系统组织长期数据,通过设备管理协调各种外设工作,并通过权限控制和安全机制维护系统稳定",实现关系,总结,os.txt,1,9,implemented_by,,0.8403,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"implemented_by: score=0.840, conf=0.866, support=1, cues=实现关系,实现"
并发能力,used_for,图形界面程序,进程与线程实体,发展历程实体,0.8240,"多线程机制有助于提升程序并发能力,尤其适用于图形界面程序、服务器程序和并行计算任务",用途关系,进程与线程,os.txt,1,27,used_for,,0.8223,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"used_for: score=0.822, conf=0.824, support=1, cues=用途,用于,适用于"
并发能力,used_for,并行计算任务,进程与线程实体,进程与线程实体,0.7260,"多线程机制有助于提升程序并发能力,尤其适用于图形界面程序、服务器程序和并行计算任务",用途关系,进程与线程,os.txt,1,109,used_for,,0.7616,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"used_for: score=0.762, conf=0.726, support=1, cues=用途,用于,适用于"
并发能力,used_for,服务器程序,进程与线程实体,系统与平台实体,0.7820,"多线程机制有助于提升程序并发能力,尤其适用于图形界面程序、服务器程序和并行计算任务",用途关系,进程与线程,os.txt,1,56,used_for,,0.7963,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"used_for: score=0.796, conf=0.782, support=1, cues=用途,用于,适用于"
打开的文件,is_a,进程,核心抽象实体,核心抽象实体,0.6360,"进程不仅包含程序本身,还包括程序计数器、寄存器内容、地址空间、打开的文件、相关资源和运行状态等信息",上位包含关系,进程与线程,os.txt,1,190,is_a,,0.5272,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"is_a: score=0.527, conf=0.636, support=1, cues=!包含,!包括"
操作系统,alias_of,用户态,领域实体,核心抽象实体,0.8860,"操作系统运行离不开两种处理器状态,即用户态和内核态",别名关系,操作系统的结构与运行机制,os.txt,1,4,alias_of,,0.8476,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"alias_of: score=0.848, conf=0.886, support=1, cues=别名"
操作系统,depends_on,中断,领域实体,处理器与调度实体,0.8580,"同时,操作系统依赖中断和异常机制响应外部设备和内部错误",依赖关系,操作系统的结构与运行机制,os.txt,1,12,depends_on,,0.8132,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"depends_on: score=0.813, conf=0.858, support=1, cues=依赖"
操作系统,depends_on,外部设备,领域实体,资源与硬件实体,0.8040,"同时,操作系统依赖中断和异常机制响应外部设备和内部错误",依赖关系,操作系统的结构与运行机制,os.txt,1,40,depends_on,,0.7797,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"depends_on: score=0.780, conf=0.804, support=1, cues=依赖"
操作系统,has_part,Paging,领域实体,内存管理实体,0.6960,"为了提升内存利用率并简化分配管理,现代操作系统普遍采用非连续分配技术,主要包括分页(Paging)和分段(Segmentation)",整体部分关系,内存管理与虚拟内存,os.txt,1,137,has_part,,0.7329,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"has_part: score=0.733, conf=0.696, support=1, cues=整体部分,包括"
操作系统,has_part,Segmentation,领域实体,内存管理实体,0.6300,"为了提升内存利用率并简化分配管理,现代操作系统普遍采用非连续分配技术,主要包括分页(Paging)和分段(Segmentation)",整体部分关系,内存管理与虚拟内存,os.txt,1,199,has_part,,0.6919,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"has_part: score=0.692, conf=0.630, support=1, cues=整体部分,包括"
操作系统,has_part,两级目录,领域实体,核心抽象实体,0.6480,"操作系统通过目录结构组织大量文件,常见的目录结构包括单级目录、两级目录和树形目录",整体部分关系,文件系统,os.txt,1,183,has_part,,0.7031,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"has_part: score=0.703, conf=0.648, support=1, cues=整体部分,包括"
操作系统,has_part,分段,领域实体,内存管理实体,0.6480,"为了提升内存利用率并简化分配管理,现代操作系统普遍采用非连续分配技术,主要包括分页(Paging)和分段(Segmentation)",整体部分关系,内存管理与虚拟内存,os.txt,1,184,has_part,,0.7031,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"has_part: score=0.703, conf=0.648, support=1, cues=整体部分,包括"
操作系统,has_part,分页,领域实体,资源与硬件实体,0.7140,"为了提升内存利用率并简化分配管理,现代操作系统普遍采用非连续分配技术,主要包括分页(Paging)和分段(Segmentation)",整体部分关系,内存管理与虚拟内存,os.txt,1,119,has_part,,0.7440,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"has_part: score=0.744, conf=0.714, support=1, cues=整体部分,包括"
操作系统,has_part,单级目录,领域实体,核心抽象实体,0.6780,"操作系统通过目录结构组织大量文件,常见的目录结构包括单级目录、两级目录和树形目录",整体部分关系,文件系统,os.txt,1,154,has_part,,0.7217,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"has_part: score=0.722, conf=0.678, support=1, cues=整体部分,包括"
操作系统,has_part,安全保护,领域实体,功能模块实体,0.6100,"操作系统的功能通常可以归纳为处理器管理、存储管理、设备管理和文件管理四大部分,同时还包括用户接口、安全保护、网络通信和系统调用等内容",整体部分关系,操作系统的主要功能,os.txt,1,221,has_part,,0.6795,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"has_part: score=0.680, conf=0.610, support=1, cues=整体部分,包括"
操作系统,has_part,树形目录,领域实体,核心抽象实体,0.6180,"操作系统通过目录结构组织大量文件,常见的目录结构包括单级目录、两级目录和树形目录",整体部分关系,文件系统,os.txt,1,208,has_part,,0.6845,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"has_part: score=0.684, conf=0.618, support=1, cues=整体部分,包括"
操作系统,has_part,用户接口,领域实体,领域实体,0.5900,"操作系统的功能通常可以归纳为处理器管理、存储管理、设备管理和文件管理四大部分,同时还包括用户接口、安全保护、网络通信和系统调用等内容",整体部分关系,操作系统的主要功能,os.txt,1,228,has_part,,0.6671,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"has_part: score=0.667, conf=0.590, support=1, cues=整体部分,包括"
操作系统,is_a,Linux,领域实体,系统与平台实体,0.7300,"从课程学习的角度来看,操作系统并不是单纯介绍某一个具体系统,如 Windows、Linux 或 macOS,而是研究“计算机系统如何高效、安全、可靠地运行”的一般规律",上下位关系,操作系统的概念与地位,os.txt,1,104,is_a,,0.7418,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"is_a: score=0.742, conf=0.730, support=1, cues=上下位"
操作系统,is_a,Windows,领域实体,系统与平台实体,0.7780,"从课程学习的角度来看,操作系统并不是单纯介绍某一个具体系统,如 Windows、Linux 或 macOS,而是研究“计算机系统如何高效、安全、可靠地运行”的一般规律",上下位关系,操作系统的概念与地位,os.txt,1,59,is_a,,0.7716,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"is_a: score=0.772, conf=0.778, support=1, cues=上下位"
操作系统,is_a,macOS,领域实体,系统与平台实体,0.6820,"从课程学习的角度来看,操作系统并不是单纯介绍某一个具体系统,如 Windows、Linux 或 macOS,而是研究“计算机系统如何高效、安全、可靠地运行”的一般规律",上下位关系,操作系统的概念与地位,os.txt,1,149,is_a,,0.7121,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"is_a: score=0.712, conf=0.682, support=1, cues=上下位"
操作系统,is_a,抽象,领域实体,核心思想与性质实体,0.8080,"而对于程序员和系统设计者而言,操作系统则是一个复杂的资源控制与抽象平台,它屏蔽了底层硬件的细节,为上层软件提供统一、规范、稳定的运行接口",上下位关系,操作系统的概念与地位,os.txt,1,37,is_a,,0.8063,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"is_a: score=0.806, conf=0.808, support=1, cues=上下位,是一个"
操作系统,is_a,文件,领域实体,核心抽象实体,0.7780,"对于普通用户而言,操作系统是“看得见”的使用环境,例如窗口、文件夹、任务栏、终端等",上下位关系,操作系统的概念与地位,os.txt,1,60,is_a,,0.7716,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"is_a: score=0.772, conf=0.778, support=1, cues=上下位"
操作系统,is_a,系统软件,领域实体,领域实体,0.6600,"操作系统(Operating System,简称 OS)是计算机系统中最核心的系统软件之一,它位于硬件与应用程序之间,承担资源管理、任务调度、服务提供和用户接口等重要职责",上下位关系,操作系统的概念与地位,os.txt,1,173,is_a,,0.6984,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"is_a: score=0.698, conf=0.660, support=1, cues=上下位"
操作系统,is_a,计算机系统,领域实体,领域实体,0.8060,"总体而言,操作系统课程研究的是如何让计算机系统在多任务、多用户、多资源约束下高效、有序、安全地运行",上下位关系,总结,os.txt,1,39,is_a,,0.7890,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"is_a: score=0.789, conf=0.806, support=1, cues=上下位"
文件,has_part,两级目录,核心抽象实体,核心抽象实体,0.7000,"操作系统通过目录结构组织大量文件,常见的目录结构包括单级目录、两级目录和树形目录",整体部分关系,文件系统,os.txt,1,135,has_part,,0.7353,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"has_part: score=0.735, conf=0.700, support=1, cues=整体部分,包括"
文件,has_part,单级目录,核心抽象实体,核心抽象实体,0.7300,"操作系统通过目录结构组织大量文件,常见的目录结构包括单级目录、两级目录和树形目录",整体部分关系,文件系统,os.txt,1,105,has_part,,0.7539,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"has_part: score=0.754, conf=0.730, support=1, cues=整体部分,包括"
文件,has_part,树形目录,核心抽象实体,核心抽象实体,0.6700,"操作系统通过目录结构组织大量文件,常见的目录结构包括单级目录、两级目录和树形目录",整体部分关系,文件系统,os.txt,1,158,has_part,,0.7167,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"has_part: score=0.717, conf=0.670, support=1, cues=整体部分,包括"
文件管理,has_part,安全保护,核心抽象实体,功能模块实体,0.7200,"操作系统的功能通常可以归纳为处理器管理、存储管理、设备管理和文件管理四大部分,同时还包括用户接口、安全保护、网络通信和系统调用等内容",整体部分关系,操作系统的主要功能,os.txt,1,114,has_part,,0.7477,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"has_part: score=0.748, conf=0.720, support=1, cues=整体部分,包括"
文件管理,has_part,用户接口,核心抽象实体,领域实体,0.7500,"操作系统的功能通常可以归纳为处理器管理、存储管理、设备管理和文件管理四大部分,同时还包括用户接口、安全保护、网络通信和系统调用等内容",整体部分关系,操作系统的主要功能,os.txt,1,87,has_part,,0.7663,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"has_part: score=0.766, conf=0.750, support=1, cues=整体部分,包括"
文件管理,has_part,系统调用,核心抽象实体,领域实体,0.6600,"操作系统的功能通常可以归纳为处理器管理、存储管理、设备管理和文件管理四大部分,同时还包括用户接口、安全保护、网络通信和系统调用等内容",整体部分关系,操作系统的主要功能,os.txt,1,174,has_part,,0.7105,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"has_part: score=0.711, conf=0.660, support=1, cues=整体部分,包括"
文件管理,has_part,网络通信,核心抽象实体,功能模块实体,0.6900,"操作系统的功能通常可以归纳为处理器管理、存储管理、设备管理和文件管理四大部分,同时还包括用户接口、安全保护、网络通信和系统调用等内容",整体部分关系,操作系统的主要功能,os.txt,1,140,has_part,,0.7291,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"has_part: score=0.729, conf=0.690, support=1, cues=整体部分,包括"
文件系统,is_a,操作系统,核心抽象实体,领域实体,0.8260,文件系统是用户感知最直接的操作系统功能之一,上下位关系,文件系统,os.txt,1,23,is_a,,0.8014,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"is_a: score=0.801, conf=0.826, support=1, cues=上下位"
文件系统命令输出,implemented_by,模拟进程调度,核心抽象实体,核心抽象实体,0.7080,"通过编写简单 Shell、模拟进程调度、实现页面置换算法、观察 Linux 进程与线程、分析文件系统命令输出等方式,能够把理论知识与真实系统联系起来",实现关系,操作系统课程的学习方法,os.txt,1,126,implemented_by,,0.7423,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"implemented_by: score=0.742, conf=0.708, support=1, cues=实现关系,实现"
权限,is_a,安全性,文件系统实体,核心思想与性质实体,0.8020,这种权限分离机制是保障系统稳定性和安全性的基础,上下位关系,操作系统的结构与运行机制,os.txt,1,41,is_a,,0.7865,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"is_a: score=0.786, conf=0.802, support=1, cues=上下位"
权限,is_a,稳定性,文件系统实体,核心思想与性质实体,0.8260,这种权限分离机制是保障系统稳定性和安全性的基础,上下位关系,操作系统的结构与运行机制,os.txt,1,24,is_a,,0.8014,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"is_a: score=0.801, conf=0.826, support=1, cues=上下位"
树形目录,is_a,操作系统,核心抽象实体,领域实体,0.6380,"操作系统通过目录结构组织大量文件,常见的目录结构包括单级目录、两级目录和树形目录",上位包含关系,文件系统,os.txt,1,189,is_a,,0.5284,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"is_a: score=0.528, conf=0.638, support=1, cues=!包含,!包括"
树形目录,is_a,文件,核心抽象实体,核心抽象实体,0.6900,"操作系统通过目录结构组织大量文件,常见的目录结构包括单级目录、两级目录和树形目录",上位包含关系,文件系统,os.txt,1,141,is_a,,0.5606,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"is_a: score=0.561, conf=0.690, support=1, cues=!包含,!包括"
树形目录,is_a,目录,核心抽象实体,核心抽象实体,0.7260,"操作系统通过目录结构组织大量文件,常见的目录结构包括单级目录、两级目录和树形目录",上位包含关系,文件系统,os.txt,1,110,is_a,,0.5830,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"is_a: score=0.583, conf=0.726, support=1, cues=!包含,!包括"
死锁,is_a,进程,同步与互斥实体,核心抽象实体,0.7960,"死锁(Deadlock)是指多个进程因争夺资源而形成相互等待,从而都无法继续执行的状态",上下位关系,进程同步、互斥与死锁,os.txt,1,45,is_a,,0.7828,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"is_a: score=0.783, conf=0.796, support=1, cues=上下位"
用户接口,is_a,处理器管理,领域实体,资源与硬件实体,0.6800,"操作系统的功能通常可以归纳为处理器管理、存储管理、设备管理和文件管理四大部分,同时还包括用户接口、安全保护、网络通信和系统调用等内容",上位包含关系,操作系统的主要功能,os.txt,1,152,is_a,,0.5544,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"is_a: score=0.554, conf=0.680, support=1, cues=!包含,!包括"
用户接口,is_a,存储管理,领域实体,功能模块实体,0.7100,"操作系统的功能通常可以归纳为处理器管理、存储管理、设备管理和文件管理四大部分,同时还包括用户接口、安全保护、网络通信和系统调用等内容",上位包含关系,操作系统的主要功能,os.txt,1,123,is_a,,0.5730,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"is_a: score=0.573, conf=0.710, support=1, cues=!包含,!包括"
用户接口,is_a,操作系统,领域实体,领域实体,0.6100,"操作系统的功能通常可以归纳为处理器管理、存储管理、设备管理和文件管理四大部分,同时还包括用户接口、安全保护、网络通信和系统调用等内容",上位包含关系,操作系统的主要功能,os.txt,1,222,is_a,,0.5110,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"is_a: score=0.511, conf=0.610, support=1, cues=!包含,!包括"
用户接口,is_a,文件管理,领域实体,核心抽象实体,0.7700,"操作系统的功能通常可以归纳为处理器管理、存储管理、设备管理和文件管理四大部分,同时还包括用户接口、安全保护、网络通信和系统调用等内容",上位包含关系,操作系统的主要功能,os.txt,1,65,is_a,,0.6102,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"is_a: score=0.610, conf=0.770, support=1, cues=!包含,!包括"
用户接口,is_a,设备管理,领域实体,功能模块实体,0.7400,"操作系统的功能通常可以归纳为处理器管理、存储管理、设备管理和文件管理四大部分,同时还包括用户接口、安全保护、网络通信和系统调用等内容",上位包含关系,操作系统的主要功能,os.txt,1,95,is_a,,0.5916,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"is_a: score=0.592, conf=0.740, support=1, cues=!包含,!包括"
目录,has_part,两级目录,核心抽象实体,核心抽象实体,0.7360,"操作系统通过目录结构组织大量文件,常见的目录结构包括单级目录、两级目录和树形目录",整体部分关系,文件系统,os.txt,1,98,has_part,,0.7577,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"has_part: score=0.758, conf=0.736, support=1, cues=整体部分,包括"
目录,has_part,单级目录,核心抽象实体,核心抽象实体,0.7660,"操作系统通过目录结构组织大量文件,常见的目录结构包括单级目录、两级目录和树形目录",整体部分关系,文件系统,os.txt,1,68,has_part,,0.7763,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"has_part: score=0.776, conf=0.766, support=1, cues=整体部分,包括"
目录,has_part,树形目录,核心抽象实体,核心抽象实体,0.7060,"操作系统通过目录结构组织大量文件,常见的目录结构包括单级目录、两级目录和树形目录",整体部分关系,文件系统,os.txt,1,127,has_part,,0.7391,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"has_part: score=0.739, conf=0.706, support=1, cues=整体部分,包括"
相对路径,is_a,文件,文件系统实体,核心抽象实体,0.7820,"路径名则用于唯一定位文件,分为绝对路径和相对路径",上位包含关系,文件系统,os.txt,1,57,is_a,,0.6177,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"is_a: score=0.618, conf=0.782, support=1, cues=!用于,!包含"
相对路径,is_a,路径名,文件系统实体,核心抽象实体,0.7280,"路径名则用于唯一定位文件,分为绝对路径和相对路径",上位包含关系,文件系统,os.txt,1,108,is_a,,0.5842,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"is_a: score=0.584, conf=0.728, support=1, cues=!用于,!包含"
短作业优先,is_a,调度,调度算法实体,处理器与调度实体,0.6300,"常见的调度算法包括先来先服务(First Come First Served,FCFS)、短作业优先(Shortest Job First,SJF)、时间片轮转(Round Robin,RR)、优先级调度和多级反馈队列(Multilevel Feedback Queue)等",上位包含关系,处理器调度与调度算法,os.txt,1,200,is_a,,0.5234,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"is_a: score=0.523, conf=0.630, support=1, cues=!包含,!包括"
磁盘,implemented_by,死锁,资源与硬件实体,同步与互斥实体,0.7820,"它既关注理论问题,例如进程同步为何会产生死锁,也关注工程实现,例如内存如何分页、磁盘如何调度",实现关系,操作系统的概念与地位,os.txt,1,58,implemented_by,,0.7882,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"implemented_by: score=0.788, conf=0.782, support=1, cues=实现关系,实现"
磁盘,is_a,内存,资源与硬件实体,资源与硬件实体,0.7580,"一个程序静态地存放在磁盘上时只是代码和数据,而当它被加载到内存并开始运行时,就成为进程",上下位关系,进程与线程,os.txt,1,74,is_a,,0.7592,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"is_a: score=0.759, conf=0.758, support=1, cues=上下位"
磁盘,is_a,进程,资源与硬件实体,核心抽象实体,0.7060,"一个程序静态地存放在磁盘上时只是代码和数据,而当它被加载到内存并开始运行时,就成为进程",上下位关系,进程与线程,os.txt,1,128,is_a,,0.7270,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"is_a: score=0.727, conf=0.706, support=1, cues=上下位"
程序计数器,is_a,进程,进程与线程实体,核心抽象实体,0.7580,"进程不仅包含程序本身,还包括程序计数器、寄存器内容、地址空间、打开的文件、相关资源和运行状态等信息",上位包含关系,进程与线程,os.txt,1,75,is_a,,0.6028,relation_taxonomy_normalization + direction_normalization + duplicate_merge,"is_a: score=0.603, conf=0.758, support=1, cues=!包含,!包括"
