main_entity,entity_type,mention_count,mentions,source_file,normalized_entity,aliases,section_titles,merged_entities,disambiguation_confidence,disambiguation_method,disambiguation_basis
CPU 利用率,处理器与调度实体,1,CPU 利用率,os.txt,CPU 利用率,CPU 利用率,处理器调度与调度算法,CPU 利用率,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=CPU 利用率；章节=处理器调度与调度算法
Deadlock,死锁相关实体,1,Deadlock,os.txt,Deadlock,Deadlock,进程同步、互斥与死锁,Deadlock,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=Deadlock；章节=进程同步、互斥与死锁
Direct Memory Access,设备管理与I/O实体,1,Direct Memory Access,os.txt,Direct Memory Access,Direct Memory Access,设备管理与输入输出系统,Direct Memory Access,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=Direct Memory Access；章节=设备管理与输入输出系统
FCFS,调度算法实体,1,FCFS,os.txt,FCFS,FCFS,处理器调度与调度算法,FCFS,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=FCFS；章节=处理器调度与调度算法
FIFO,虚拟内存与页面置换实体,1,FIFO,os.txt,FIFO,FIFO,内存管理与虚拟内存,FIFO,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=FIFO；章节=内存管理与虚拟内存
First Come First Served,调度算法实体,1,First Come First Served,os.txt,First Come First Served,First Come First Served,处理器调度与调度算法,First Come First Served,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=First Come First Served；章节=处理器调度与调度算法
I/O 请求,设备管理与I/O实体,1,I/O 请求,os.txt,I/O 请求,I/O 请求,设备管理与输入输出系统,I/O 请求,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=I/O 请求；章节=设备管理与输入输出系统
Journaling File System,文件系统实体,1,Journaling File System,os.txt,Journaling File System,Journaling File System,文件系统,Journaling File System,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=Journaling File System；章节=文件系统
Least Recently Used,虚拟内存与页面置换实体,1,Least Recently Used,os.txt,Least Recently Used,Least Recently Used,内存管理与虚拟内存,Least Recently Used,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=Least Recently Used；章节=内存管理与虚拟内存
Linux 进程与线程,核心抽象实体,1,Linux 进程与线程,os.txt,Linux 进程与线程,Linux 进程与线程,操作系统课程的学习方法,Linux 进程与线程,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=Linux 进程与线程；章节=操作系统课程的学习方法
Monitor,同步与互斥实体,1,Monitor,os.txt,Monitor,Monitor,进程同步、互斥与死锁,Monitor,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=Monitor；章节=进程同步、互斥与死锁
Multilevel Feedback Queue,调度算法实体,1,Multilevel Feedback Queue,os.txt,Multilevel Feedback Queue,Multilevel Feedback Queue,处理器调度与调度算法,Multilevel Feedback Queue,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=Multilevel Feedback Queue；章节=处理器调度与调度算法
Multiprogramming,发展历程实体,1,Multiprogramming,os.txt,Multiprogramming,Multiprogramming,操作系统的发展历程,Multiprogramming,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=Multiprogramming；章节=操作系统的发展历程
OPT,虚拟内存与页面置换实体,1,OPT,os.txt,OPT,OPT,内存管理与虚拟内存,OPT,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=OPT；章节=内存管理与虚拟内存
Operating System,领域实体,1,Operating System,os.txt,Operating System,Operating System,操作系统的概念与地位,Operating System,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=Operating System；章节=操作系统的概念与地位
Paging,内存管理实体,1,Paging,os.txt,Paging,Paging,内存管理与虚拟内存,Paging,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=Paging；章节=内存管理与虚拟内存
Process Control Block,进程与线程实体,1,Process Control Block,os.txt,Process Control Block,Process Control Block,进程与线程,Process Control Block,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=Process Control Block；章节=进程与线程
RR,调度算法实体,1,RR,os.txt,RR,RR,处理器调度与调度算法,RR,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=RR；章节=处理器调度与调度算法
Round Robin,调度算法实体,1,Round Robin,os.txt,Round Robin,Round Robin,处理器调度与调度算法,Round Robin,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=Round Robin；章节=处理器调度与调度算法
SJF,调度算法实体,1,SJF,os.txt,SJF,SJF,处理器调度与调度算法,SJF,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=SJF；章节=处理器调度与调度算法
SSTF,磁盘调度实体,1,SSTF,os.txt,SSTF,SSTF,设备管理与输入输出系统,SSTF,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=SSTF；章节=设备管理与输入输出系统
Segmentation,内存管理实体,1,Segmentation,os.txt,Segmentation,Segmentation,内存管理与虚拟内存,Segmentation,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=Segmentation；章节=内存管理与虚拟内存
Semaphore,同步与互斥实体,1,Semaphore,os.txt,Semaphore,Semaphore,进程同步、互斥与死锁,Semaphore,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=Semaphore；章节=进程同步、互斥与死锁
Shortest Job First,调度算法实体,1,Shortest Job First,os.txt,Shortest Job First,Shortest Job First,处理器调度与调度算法,Shortest Job First,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=Shortest Job First；章节=处理器调度与调度算法
Spooling,设备管理与I/O实体,1,Spooling,os.txt,Spooling,Spooling,设备管理与输入输出系统,Spooling,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=Spooling；章节=设备管理与输入输出系统
Thrashing,虚拟内存与页面置换实体,1,Thrashing,os.txt,Thrashing,Thrashing,内存管理与虚拟内存,Thrashing,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=Thrashing；章节=内存管理与虚拟内存
Thread,进程与线程实体,1,Thread,os.txt,Thread,Thread,进程与线程,Thread,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=Thread；章节=进程与线程
Time-Sharing System,发展历程实体,1,Time-Sharing System,os.txt,Time-Sharing System,Time-Sharing System,操作系统的发展历程,Time-Sharing System,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=Time-Sharing System；章节=操作系统的发展历程
Virtual Memory,虚拟内存与页面置换实体,1,Virtual Memory,os.txt,Virtual Memory,Virtual Memory,内存管理与虚拟内存,Virtual Memory,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=Virtual Memory；章节=内存管理与虚拟内存
Windows,系统与平台实体,1,Windows,os.txt,Windows,Windows,操作系统的概念与地位,Windows,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=Windows；章节=操作系统的概念与地位
macOS,系统与平台实体,1,macOS,os.txt,macOS,macOS,操作系统的概念与地位,macOS,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=macOS；章节=操作系统的概念与地位
一致性维护,文件系统实体,1,一致性维护,os.txt,一致性维护,一致性维护,文件系统,一致性维护,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=一致性维护；章节=文件系统
上下文切换,处理器与调度实体,1,上下文切换,os.txt,上下文切换,上下文切换,操作系统的主要功能,上下文切换,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=上下文切换；章节=操作系统的主要功能
不剥夺,死锁相关实体,1,不剥夺,os.txt,不剥夺,不剥夺,进程同步、互斥与死锁,不剥夺,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=不剥夺；章节=进程同步、互斥与死锁
两级目录,核心抽象实体,1,两级目录,os.txt,两级目录,两级目录,文件系统,两级目录,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=两级目录；章节=文件系统
个人计算机,系统与平台实体,1,个人计算机,os.txt,个人计算机,个人计算机,操作系统的发展历程,个人计算机,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=个人计算机；章节=操作系统的发展历程
临界区,同步与互斥实体,1,临界区,os.txt,临界区,临界区,进程同步、互斥与死锁,临界区,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=临界区；章节=进程同步、互斥与死锁
主存,内存管理实体,1,主存,os.txt,主存,主存,内存管理与虚拟内存,主存,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=主存；章节=内存管理与虚拟内存
云计算平台,系统与平台实体,1,云计算平台,os.txt,云计算平台,云计算平台,操作系统的发展历程 | 总结,云计算平台,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=云计算平台；章节=操作系统的发展历程|总结
代码段,内存管理实体,1,代码段,os.txt,代码段,代码段,内存管理与虚拟内存,代码段,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=代码段；章节=内存管理与虚拟内存
任务调度,领域实体,1,任务调度,os.txt,任务调度,任务调度,操作系统的概念与地位,任务调度,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=任务调度；章节=操作系统的概念与地位
位置,文件系统实体,1,位置,os.txt,位置,位置,文件系统,位置,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=位置；章节=文件系统
作业调度,处理器与调度实体,1,作业调度,os.txt,作业调度,作业调度,操作系统的主要功能,作业调度,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=作业调度；章节=操作系统的主要功能
元数据,文件系统实体,1,元数据,os.txt,元数据,元数据,文件系统,元数据,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=元数据；章节=文件系统
先进先出,虚拟内存与页面置换实体,1,先进先出,os.txt,先进先出,先进先出,内存管理与虚拟内存,先进先出,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=先进先出；章节=内存管理与虚拟内存
公平性,处理器与调度实体,1,公平性,os.txt,公平性,公平性,处理器调度与调度算法,公平性,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=公平性；章节=处理器调度与调度算法
内存管理与虚拟内存,核心抽象实体,1,内存管理与虚拟内存,os.txt,内存管理与虚拟内存,内存管理与虚拟内存,全文,内存管理与虚拟内存,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=内存管理与虚拟内存；章节=全文
分布式系统,系统与平台实体,1,分布式系统,os.txt,分布式系统,分布式系统,操作系统的发展历程,分布式系统,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=分布式系统；章节=操作系统的发展历程
分时系统,发展历程实体,1,分时系统,os.txt,分时系统,分时系统,操作系统的发展历程,分时系统,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=分时系统；章节=操作系统的发展历程
动态分区分配,内存管理实体,1,动态分区分配,os.txt,动态分区分配,动态分区分配,内存管理与虚拟内存,动态分区分配,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=动态分区分配；章节=内存管理与虚拟内存
单一连续分配,内存管理实体,1,单一连续分配,os.txt,单一连续分配,单一连续分配,内存管理与虚拟内存,单一连续分配,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=单一连续分配；章节=内存管理与虚拟内存
单用户多任务操作系统,领域实体,1,单用户多任务操作系统,os.txt,单用户多任务操作系统,单用户多任务操作系统,操作系统的发展历程,单用户多任务操作系统,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=单用户多任务操作系统；章节=操作系统的发展历程
单级目录,核心抽象实体,1,单级目录,os.txt,单级目录,单级目录,文件系统,单级目录,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=单级目录；章节=文件系统
可移植性,核心思想与性质实体,1,可移植性,os.txt,可移植性,可移植性,操作系统的概念与地位,可移植性,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=可移植性；章节=操作系统的概念与地位
可维护性,核心思想与性质实体,1,可维护性,os.txt,可维护性,可维护性,操作系统的结构与运行机制,可维护性,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=可维护性；章节=操作系统的结构与运行机制
命令行环境,发展历程实体,1,命令行环境,os.txt,命令行环境,命令行环境,操作系统的发展历程,命令行环境,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=命令行环境；章节=操作系统的发展历程
响应时间,处理器与调度实体,1,响应时间,os.txt,响应时间,响应时间,处理器调度与调度算法,响应时间,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=响应时间；章节=处理器调度与调度算法
哲学家进餐问题,经典同步问题实体,1,哲学家进餐问题,os.txt,哲学家进餐问题,哲学家进餐问题,进程同步、互斥与死锁,哲学家进餐问题,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=哲学家进餐问题；章节=进程同步、互斥与死锁
固定分区分配,内存管理实体,1,固定分区分配,os.txt,固定分区分配,固定分区分配,内存管理与虚拟内存,固定分区分配,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=固定分区分配；章节=内存管理与虚拟内存
图形界面程序,发展历程实体,1,图形界面程序,os.txt,图形界面程序,图形界面程序,进程与线程,图形界面程序,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=图形界面程序；章节=进程与线程
地址空间布局随机化,核心抽象实体,1,地址空间布局随机化,os.txt,地址空间布局随机化,地址空间布局随机化,系统安全与保护,地址空间布局随机化,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=地址空间布局随机化；章节=系统安全与保护
处理器调度与调度算法,资源与硬件实体,1,处理器调度与调度算法,os.txt,处理器调度与调度算法,处理器调度与调度算法,全文,处理器调度与调度算法,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=处理器调度与调度算法；章节=全文
多线程,核心抽象实体,1,多线程,os.txt,多线程,多线程,进程与线程,多线程,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=多线程；章节=进程与线程
安全保护,功能模块实体,1,安全保护,os.txt,安全保护,安全保护,操作系统的主要功能,安全保护,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=安全保护；章节=操作系统的主要功能
安全性判断,死锁相关实体,1,安全性判断,os.txt,安全性判断,安全性判断,进程同步、互斥与死锁,安全性判断,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=安全性判断；章节=进程同步、互斥与死锁
实时系统,处理器与调度实体,1,实时系统,os.txt,实时系统,实时系统,处理器调度与调度算法,实时系统,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=实时系统；章节=处理器调度与调度算法
审计日志,安全与保护实体,1,审计日志,os.txt,审计日志,审计日志,系统安全与保护,审计日志,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=审计日志；章节=系统安全与保护
寄存器环境,进程与线程实体,1,寄存器环境,os.txt,寄存器环境,寄存器环境,进程与线程,寄存器环境,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=寄存器环境；章节=进程与线程
就绪状态,进程与线程实体,1,就绪状态,os.txt,就绪状态,就绪状态,进程与线程,就绪状态,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=就绪状态；章节=进程与线程
局部性原理,虚拟内存与页面置换实体,1,局部性原理,os.txt,局部性原理,局部性原理,内存管理与虚拟内存,局部性原理,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=局部性原理；章节=内存管理与虚拟内存
嵌入式操作系统,领域实体,1,嵌入式操作系统,os.txt,嵌入式操作系统,嵌入式操作系统,操作系统的发展历程,嵌入式操作系统,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=嵌入式操作系统；章节=操作系统的发展历程
工业控制设备,系统与平台实体,1,工业控制设备,os.txt,工业控制设备,工业控制设备,操作系统的发展历程,工业控制设备,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=工业控制设备；章节=操作系统的发展历程
并发能力,进程与线程实体,1,并发能力,os.txt,并发能力,并发能力,进程与线程,并发能力,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=并发能力；章节=进程与线程
并行计算任务,进程与线程实体,1,并行计算任务,os.txt,并行计算任务,并行计算任务,进程与线程,并行计算任务,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=并行计算任务；章节=进程与线程
强制访问控制,安全与保护实体,1,强制访问控制,os.txt,强制访问控制,强制访问控制,系统安全与保护,强制访问控制,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=强制访问控制；章节=系统安全与保护
循环等待,死锁相关实体,1,循环等待,os.txt,循环等待,循环等待,进程同步、互斥与死锁,循环等待,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=循环等待；章节=进程同步、互斥与死锁
恶意软件,安全与保护实体,1,恶意软件,os.txt,恶意软件,恶意软件,系统安全与保护,恶意软件,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=恶意软件；章节=系统安全与保护
手机,系统与平台实体,1,手机,os.txt,手机,手机,操作系统的发展历程,手机,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=手机；章节=操作系统的发展历程
打印机,资源与硬件实体,1,打印机,os.txt,打印机,打印机,操作系统的主要功能,打印机,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=打印机；章节=操作系统的主要功能
打开的文件,核心抽象实体,1,打开的文件,os.txt,打开的文件,打开的文件,进程与线程,打开的文件,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=打开的文件；章节=进程与线程
抖动,虚拟内存与页面置换实体,1,抖动,os.txt,抖动,抖动,内存管理与虚拟内存,抖动,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=抖动；章节=内存管理与虚拟内存
控制命令,设备管理与I/O实体,1,控制命令,os.txt,控制命令,控制命令,设备管理与输入输出系统,控制命令,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=控制命令；章节=设备管理与输入输出系统
提权攻击,安全与保护实体,1,提权攻击,os.txt,提权攻击,提权攻击,系统安全与保护,提权攻击,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=提权攻击；章节=系统安全与保护
故障恢复,文件系统实体,1,故障恢复,os.txt,故障恢复,故障恢复,文件系统,故障恢复,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=故障恢复；章节=文件系统
数据段,内存管理实体,1,数据段,os.txt,数据段,数据段,内存管理与虚拟内存,数据段,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=数据段；章节=内存管理与虚拟内存
数据泄露,安全与保护实体,1,数据泄露,os.txt,数据泄露,数据泄露,系统安全与保护,数据泄露,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=数据泄露；章节=系统安全与保护
数据结构,课程与方法相关实体,1,数据结构,os.txt,数据结构,数据结构,操作系统的概念与地位,数据结构,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=数据结构；章节=操作系统的概念与地位
文件共享,核心抽象实体,1,文件共享,os.txt,文件共享,文件共享,文件系统,文件共享,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=文件共享；章节=文件系统
文件名,核心抽象实体,1,文件名,os.txt,文件名,文件名,文件系统,文件名,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=文件名；章节=文件系统
文件系统命令输出,核心抽象实体,1,文件系统命令输出,os.txt,文件系统命令输出,文件系统命令输出,操作系统课程的学习方法,文件系统命令输出,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=文件系统命令输出；章节=操作系统课程的学习方法
日志式文件系统,核心抽象实体,1,日志式文件系统,os.txt,日志式文件系统,日志式文件系统,文件系统,日志式文件系统,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=日志式文件系统；章节=文件系统
时间戳,文件系统实体,1,时间戳,os.txt,时间戳,时间戳,文件系统,时间戳,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=时间戳；章节=文件系统
显示器,资源与硬件实体,1,显示器,os.txt,显示器,显示器,操作系统的主要功能,显示器,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=显示器；章节=操作系统的主要功能
智能家居,系统与平台实体,1,智能家居,os.txt,智能家居,智能家居,操作系统的发展历程,智能家居,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=智能家居；章节=操作系统的发展历程
最短寻道时间优先,磁盘调度实体,1,最短寻道时间优先,os.txt,最短寻道时间优先,最短寻道时间优先,设备管理与输入输出系统,最短寻道时间优先,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=最短寻道时间优先；章节=设备管理与输入输出系统
最近最久未使用,虚拟内存与页面置换实体,1,最近最久未使用,os.txt,最近最久未使用,最近最久未使用,内存管理与虚拟内存,最近最久未使用,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=最近最久未使用；章节=内存管理与虚拟内存
服务器程序,系统与平台实体,1,服务器程序,os.txt,服务器程序,服务器程序,进程与线程,服务器程序,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=服务器程序；章节=进程与线程
权衡,核心思想与性质实体,1,权衡,os.txt,权衡,权衡,进程同步、互斥与死锁 | 总结,权衡,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=权衡；章节=进程同步、互斥与死锁|总结
权限位,文件系统实体,1,权限位,os.txt,权限位,权限位,系统安全与保护,权限位,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=权限位；章节=系统安全与保护
条件变量,同步与互斥实体,1,条件变量,os.txt,条件变量,条件变量,进程同步、互斥与死锁,条件变量,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=条件变量；章节=进程同步、互斥与死锁
栈段,进程与线程实体,1,栈段,os.txt,栈段,栈段,内存管理与虚拟内存,栈段,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=栈段；章节=内存管理与虚拟内存
模拟进程调度,核心抽象实体,1,模拟进程调度,os.txt,模拟进程调度,模拟进程调度,操作系统课程的学习方法,模拟进程调度,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=模拟进程调度；章节=操作系统课程的学习方法
沙箱机制,安全与保护实体,1,沙箱机制,os.txt,沙箱机制,沙箱机制,系统安全与保护,沙箱机制,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=沙箱机制；章节=系统安全与保护
特权级划分,安全与保护实体,1,特权级划分,os.txt,特权级划分,特权级划分,系统安全与保护,特权级划分,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=特权级划分；章节=系统安全与保护
独占型设备,核心思想与性质实体,1,独占型设备,os.txt,独占型设备,独占型设备,设备管理与输入输出系统,独占型设备,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=独占型设备；章节=设备管理与输入输出系统
用户权限,文件系统实体,1,用户权限,os.txt,用户权限,用户权限,系统安全与保护,用户权限,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=用户权限；章节=系统安全与保护
用户账户,安全与保护实体,1,用户账户,os.txt,用户账户,用户账户,系统安全与保护,用户账户,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=用户账户；章节=系统安全与保护
目录项,核心抽象实体,1,目录项,os.txt,目录项,目录项,文件系统,目录项,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=目录项；章节=文件系统
相对路径,文件系统实体,1,相对路径,os.txt,相对路径,相对路径,文件系统,相对路径,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=相对路径；章节=文件系统
磁头移动距离,磁盘调度实体,1,磁头移动距离,os.txt,磁头移动距离,磁头移动距离,设备管理与输入输出系统,磁头移动距离,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=磁头移动距离；章节=设备管理与输入输出系统
磁盘访问效率,资源与硬件实体,1,磁盘访问效率,os.txt,磁盘访问效率,磁盘访问效率,设备管理与输入输出系统,磁盘访问效率,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=磁盘访问效率；章节=设备管理与输入输出系统
磁盘调度算法,资源与硬件实体,1,磁盘调度算法,os.txt,磁盘调度算法,磁盘调度算法,设备管理与输入输出系统,磁盘调度算法,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=磁盘调度算法；章节=设备管理与输入输出系统
移动操作系统,领域实体,1,移动操作系统,os.txt,移动操作系统,移动操作系统,操作系统的发展历程,移动操作系统,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=移动操作系统；章节=操作系统的发展历程
稳定性,核心思想与性质实体,1,稳定性,os.txt,稳定性,稳定性,操作系统的结构与运行机制,稳定性,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=稳定性；章节=操作系统的结构与运行机制
空闲空间管理,文件系统实体,1,空闲空间管理,os.txt,空闲空间管理,空闲空间管理,文件系统,空闲空间管理,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=空闲空间管理；章节=文件系统
竞争条件,同步与互斥实体,1,竞争条件,os.txt,竞争条件,竞争条件,进程同步、互斥与死锁,竞争条件,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=竞争条件；章节=进程同步、互斥与死锁
简单 Shell,课程与方法相关实体,1,简单 Shell,os.txt,简单 Shell,简单 Shell,操作系统课程的学习方法,简单 Shell,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=简单 Shell；章节=操作系统课程的学习方法
管程,同步与互斥实体,1,管程,os.txt,管程,管程,进程同步、互斥与死锁,管程,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=管程；章节=进程同步、互斥与死锁
系统安全,安全与保护实体,1,系统安全,os.txt,系统安全,系统安全,全文,系统安全,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=系统安全；章节=全文
系统软件,领域实体,1,系统软件,os.txt,系统软件,系统软件,操作系统的概念与地位,系统软件,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=系统软件；章节=操作系统的概念与地位
索引块,文件系统实体,1,索引块,os.txt,索引块,索引块,文件系统,索引块,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=索引块；章节=文件系统
线程调度,核心抽象实体,1,线程调度,os.txt,线程调度,线程调度,操作系统的主要功能,线程调度,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=线程调度；章节=操作系统的主要功能
绝对路径,文件系统实体,1,绝对路径,os.txt,绝对路径,绝对路径,文件系统,绝对路径,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=绝对路径；章节=文件系统
编译原理,课程与方法相关实体,1,编译原理,os.txt,编译原理,编译原理,操作系统的概念与地位,编译原理,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=编译原理；章节=操作系统的概念与地位
缺页中断,资源与硬件实体,1,缺页中断,os.txt,缺页中断,缺页中断,内存管理与虚拟内存,缺页中断,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=缺页中断；章节=内存管理与虚拟内存
网卡,资源与硬件实体,1,网卡,os.txt,网卡,网卡,操作系统的主要功能,网卡,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=网卡；章节=操作系统的主要功能
网络接口,资源与硬件实体,1,网络接口,os.txt,网络接口,网络接口,操作系统的概念与地位,网络接口,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=网络接口；章节=操作系统的概念与地位
网络操作系统,领域实体,1,网络操作系统,os.txt,网络操作系统,网络操作系统,操作系统的发展历程,网络操作系统,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=网络操作系统；章节=操作系统的发展历程
网络通信,功能模块实体,1,网络通信,os.txt,网络通信,网络通信,操作系统的主要功能,网络通信,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=网络通信；章节=操作系统的主要功能
虚拟化平台,系统与平台实体,1,虚拟化平台,os.txt,虚拟化平台,虚拟化平台,操作系统的发展历程,虚拟化平台,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=虚拟化平台；章节=操作系统的发展历程
