head,relation,tail,head_type,tail_type,evidence,pattern_name,section_title,source_file,confidence,method
CMS,is_a,新生代,垃圾回收器实体,堆结构实体,CMS收集器是老年代的收集器，可以配合新生代的Serial和ParNew收集器一起使用,上下位关系,使用ThreadLocal,JVM.txt,0.784,rule_pattern_sentence_level
G1,is_a,gc,垃圾回收器实体,领域实体,而G1没有浮动垃圾，G1的筛选回收是多个垃圾回收线程并行gc的，没有浮动垃圾的回收，在执行‘并发清理’步骤时，用户线程也会同时产生一部分可回收对象，但是这部分可回收对象只能在下次执行清理是才会被回收,上下位关系,使用ThreadLocal,JVM.txt,0.784,rule_pattern_sentence_level
OutOfMemoryError,has_part,Java heap space,异常与错误实体,异常与错误实体,堆内存溢出：当出现Java.lang.OutOfMemoryError:Java heap space异常时，就是堆内存溢出了,枚举结构关系,全文,JVM.txt,0.784,rule_pattern_sentence_level
new 指令,is_a,初始化,对象与字符串相关实体,类加载过程实体,首先，我们看到这个代码中有一个new关键字，我们知道new指令是创建一个类的实例对象并完成加载初始化的，因此这个字符串对象是在运行期才能确定的，创建的字符串对象是在堆内存上,上下位关系,全文,JVM.txt,0.784,rule_pattern_sentence_level
复制算法,is_a,Serial,垃圾回收算法实体,垃圾回收器实体,ParNew收集器 (复制算法): 新生代收并行集器，实际上是Serial收集器的多线程版本，在多核CPU环境下有着比Serial更好的表现,上下位关系,使用ThreadLocal,JVM.txt,0.784,rule_pattern_sentence_level
标记-整理算法,has_part,复制算法,垃圾回收算法实体,垃圾回收算法实体,标记-整理算法：复制算法在 GC 之后存活对象较少的情况下效率比较高，但如果存活对象比较多时，会执行较多的复制操作，效率就会下降,枚举结构关系,使用ThreadLocal,JVM.txt,0.784,rule_pattern_sentence_level
类加载,is_a,Bootstrap ClassLoader,领域实体,类加载器实体,具体来说，Java 的类加载器有一套默认的层级结构：最顶层是Bootstrap ClassLoader（启动类加载器，负责加载 JDK 核心类，如java.lang.String），往下是Extension ClassLoader（扩展类加载器，加载 JDK 扩展目录的类），再往下是AppClassLoader（应用类加载器，加载我们自己写的类和第三方 jar 包），我们也可以自定义类加载器，放在最下层,上下位关系,使用ThreadLocal,JVM.txt,0.784,rule_pattern_sentence_level
连接,has_part,验证,类加载过程实体,类加载过程实体,连接：验证、准备、解析 3 个阶段统称为连接,枚举结构关系,使用ThreadLocal,JVM.txt,0.784,rule_pattern_sentence_level
JVM,is_a,Java 虚拟机,领域实体,领域实体,验证（Verification），这是虚拟机安全的重要保障，JVM 需要核验字节信息是符合 Java 虚拟机规范的，否则就被认为是 VerifyError，这样就防止了恶意信息或者不合规的信息危害 JVM 的运行，验证阶段有可能触发更多 class 的加载,上下位关系,使用ThreadLocal,JVM.txt,0.782,rule_pattern_sentence_level
幻影引用,is_a,PhantomReference,引用类型实体,引用类型实体,虚引用也被称作幻影引用，是最弱的引用关系，可以用PhantomReference来描述，他必须和ReferenceQueue一起使用，同样的当发生GC的时候，虚引用也会被回收,上下位关系,全文,JVM.txt,0.782,rule_pattern_sentence_level
GC Roots,has_part,虚拟机栈,垃圾回收核心概念实体,内存区域实体,GC Roots对象包括：虚拟机栈（栈帧中的本地变量表）中引用的对象、方法区中类静态属性引用的对象、本地方法栈中JNI（Java Native Interface）引用的对象、活跃线程的引用等,枚举结构关系,使用ThreadLocal,JVM.txt,0.78,rule_pattern_sentence_level
Humongous Objects,has_part,JVM,堆结构实体,领域实体,大对象区（Large Object Space / Humongous Objects）:在某些JVM实现中（如G1垃圾收集器），为大对象分配了专门的区域，称为大对象区或Humongous Objects区域,枚举结构关系,全文,JVM.txt,0.78,rule_pattern_sentence_level
常量池缓存,has_part,类加载,方法区与元数据相关实体,领域实体,常量池缓存：用于提升类加载的效率，将常用的常量缓存起来方便使用,枚举结构关系,全文,JVM.txt,0.78,rule_pattern_sentence_level
直接内存,has_part,JVM,内存区域实体,领域实体,直接内存：不属于 JVM 运行时数据区的一部分，通过 NIO 类引入，是一种堆外内存，可以显著提高 I/O 性能,枚举结构关系,全文,JVM.txt,0.78,rule_pattern_sentence_level
CMS,is_a,垃圾回收,垃圾回收器实体,领域实体,CMS产生浮动垃圾过多时会退化为serial old，效率低，因为在上图的第四阶段，CMS清除垃圾时是并发清除的，这个时候，垃圾回收线程和用户线程同时工作会产生浮动垃圾，也就意味着CMS垃圾回收器必须预留一部分内存空间用于存放浮动垃圾,上下位关系,使用ThreadLocal,JVM.txt,0.778,rule_pattern_sentence_level
G1,is_a,转移阶段,垃圾回收器实体,垃圾回收算法实体,因此，G1停顿时间的瓶颈主要是标记-复制中的转移阶段STW,上下位关系,使用ThreadLocal,JVM.txt,0.778,rule_pattern_sentence_level
分代回收,is_a,老年代,垃圾回收核心概念实体,堆结构实体,分代回收算法：分代收集是将内存划分成了新生代和老年代,上下位关系,使用ThreadLocal,JVM.txt,0.778,rule_pattern_sentence_level
垃圾回收,is_a,使用,领域实体,类加载过程实体,垃圾回收机制的主要目标是自动检测和回收不再使用的对象，从而释放它们所占用的内存空间,上下位关系,使用ThreadLocal,JVM.txt,0.778,rule_pattern_sentence_level
复制算法,is_a,CMS,垃圾回收算法实体,垃圾回收器实体,标记-复制算法应用在CMS新生代（ParNew是CMS默认的新生代垃圾回收器）和G1垃圾回收器中,上下位关系,使用ThreadLocal,JVM.txt,0.778,rule_pattern_sentence_level
新生代,is_a,垃圾回收,堆结构实体,领域实体,标记-复制算法应用在CMS新生代（ParNew是CMS默认的新生代垃圾回收器）和G1垃圾回收器中,上下位关系,使用ThreadLocal,JVM.txt,0.778,rule_pattern_sentence_level
运行时常量池,has_part,方法区,内存区域实体,内存区域实体,运行时常量池：是方法区的一部分，用于存放编译期生成的各种字面量和符号引用，具有动态性，运行时也可将新的常量放入池中,枚举结构关系,全文,JVM.txt,0.778,rule_pattern_sentence_level
元空间,is_a,本地内存,内存区域实体,内存区域实体,元空间并不在Java堆中，而是使用本地内存，这解决了永久代容易出现的内存溢出问题,上下位关系,全文,JVM.txt,0.776,rule_pattern_sentence_level
虚拟机栈,is_a,JVM,内存区域实体,领域实体,根据 JDK 8 规范，JVM 运行时内存共分为虚拟机栈、堆、元空间、程序计数器、本地方法栈五个部分,上位包含关系,全文,JVM.txt,0.776,rule_pattern_sentence_level
卸载,has_part,JVM,类加载过程实体,领域实体,卸载：一个类要被JVM卸载，条件非常苛刻，需要同时满足以下三点：,枚举结构关系,使用ThreadLocal,JVM.txt,0.774,rule_pattern_sentence_level
垃圾回收,has_part,引用计数法,领域实体,垃圾回收核心概念实体,在Java中，判断对象是否为垃圾（即不再被使用，可以被垃圾回收器回收）主要依据两种主流的垃圾回收算法来实现：引用计数法和可达性分析算法,枚举结构关系,使用ThreadLocal,JVM.txt,0.774,rule_pattern_sentence_level
栈帧,used_for,操作数栈,栈与栈帧相关实体,栈与栈帧相关实体,每个方法在执行时都会创建一个栈帧，用于存储局部变量表、操作数栈、动态链接、方法出口等信息,用途关系,全文,JVM.txt,0.774,rule_pattern_sentence_level
弱引用,is_a,垃圾回收,引用类型实体,领域实体,Java中的弱引用是一种引用类型，它不会阻止一个对象被垃圾回收,上下位关系,全文,JVM.txt,0.772,rule_pattern_sentence_level
垃圾回收,is_a,System.gc,领域实体,领域实体,手动请求：虽然垃圾回收是自动的，开发者可以通过调用 System.gc() 或 Runtime.getRuntime().gc() 建议 JVM 进行垃圾回收,上下位关系,使用ThreadLocal,JVM.txt,0.77,rule_pattern_sentence_level
栈帧,is_a,GC Roots,栈与栈帧相关实体,垃圾回收核心概念实体,GC Roots对象包括：虚拟机栈（栈帧中的本地变量表）中引用的对象、方法区中类静态属性引用的对象、本地方法栈中JNI（Java Native Interface）引用的对象、活跃线程的引用等,上位包含关系,使用ThreadLocal,JVM.txt,0.77,rule_pattern_sentence_level
类加载机制,is_a,类加载,领域实体,领域实体,Java 中的 “双亲委派” 是类加载机制的核心原则，简单说就是 「一个类加载器要加载类时，先让父加载器去尝试加载，只有父加载器加载不了，自己才会去加载」,上下位关系,使用ThreadLocal,JVM.txt,0.77,rule_pattern_sentence_level
线程共享,used_for,对象实例,线程与私有性相关实体,对象与字符串相关实体,Java 堆：是 JVM 中最大的一块内存区域，被所有线程共享，在虚拟机启动时创建，用于存放对象实例,用途关系,全文,JVM.txt,0.77,rule_pattern_sentence_level
Java 堆,has_part,老年代,内存区域实体,堆结构实体,此外，G1收集器不同于之前的收集器的一个重要特点是：G1回收的范围是整个Java堆(包括新生代，老年代)，而前六种收集器回收的范围仅限于新生代或老年代,整体部分关系,使用ThreadLocal,JVM.txt,0.768,rule_pattern_sentence_level
ThreadLocalMap,implemented_by,ThreadLocal,代码与容器实体,代码与容器实体,ThreadLocal的实现中，每个Thread维护一个ThreadLocalMap映射表，key是ThreadLocal实例本身，value是真正需要存储的Object,实现关系,使用ThreadLocal,JVM.txt,0.768,rule_pattern_sentence_level
gc,has_part,Minor GC,领域实体,垃圾回收核心概念实体,根据其作用范围和触发条件的不同，可以将GC分为三种类型：Minor GC（也称为Young GC）、Major GC（有时也称为Old GC）、以及Full GC,枚举结构关系,使用ThreadLocal,JVM.txt,0.768,rule_pattern_sentence_level
初始化,has_part,对象头,类加载过程实体,对象与字符串相关实体,初始化零值：内存分配完成后，虚拟机需要将分配到的内存空间都初始化为零值（不包括对象头），这一步操作保证了对象的实例字段在 Java 代码中可以不赋初始值就直接使用，程序能访问到这些字段的数据类型所对应的零值,整体部分关系,使用ThreadLocal,JVM.txt,0.768,rule_pattern_sentence_level
初始化,has_part,类加载过程,类加载过程实体,领域实体,初始化：初始化是整个类加载过程的最后一个阶段，初始化阶段简单来说就是执行类的构造器方法（() ），要注意的是这里的构造器方法()并不是开发者写的，而是编译器自动生成的,枚举结构关系,使用ThreadLocal,JVM.txt,0.768,rule_pattern_sentence_level
复制算法,has_part,线程,垃圾回收算法实体,线程与私有性相关实体,Serial收集器（复制算法): 新生代单线程收集器，标记和清理都是单线程，优点是简单高效,枚举结构关系,使用ThreadLocal,JVM.txt,0.768,rule_pattern_sentence_level
对象池,has_part,弱引用可,场景与问题实体,引用类型实体,对象池：在对象池中，弱引用可以用来管理那些暂时不使用的对象,枚举结构关系,全文,JVM.txt,0.768,rule_pattern_sentence_level
标记-整理算法,has_part,gc,垃圾回收算法实体,领域实体,标记-整理算法：复制算法在 GC 之后存活对象较少的情况下效率比较高，但如果存活对象比较多时，会执行较多的复制操作，效率就会下降,枚举结构关系,使用ThreadLocal,JVM.txt,0.768,rule_pattern_sentence_level
标记-整理算法,has_part,线程,垃圾回收算法实体,线程与私有性相关实体,Serial Old收集器 (标记-整理算法): 老年代单线程收集器，Serial收集器的老年代版本,枚举结构关系,使用ThreadLocal,JVM.txt,0.768,rule_pattern_sentence_level
List,causes,堆溢出,代码与容器实体,内存区域实体,举个例子：曾遇到过一个批量处理任务，代码中把所有处理结果都存到了一个静态 List 里，导致对象越积越多，最终堆溢出,因果关系,全文,JVM.txt,0.766,rule_pattern_sentence_level
gc,is_a,可达性分析,领域实体,垃圾回收核心概念实体,总的来说，GC 机制的核心是 「自动管理内存」，通过可达性分析判断垃圾，结合分代思想和不同算法，再由具体的回收器实现，最终目的是在保证程序正常运行的前提下，高效释放内存，减少对用户线程的影响,上下位关系,使用ThreadLocal,JVM.txt,0.766,rule_pattern_sentence_level
new 指令,is_a,常量池,对象与字符串相关实体,方法区与元数据相关实体,类加载检查：虚拟机遇到一条 new 指令时，首先将去检查这个指令的参数是否能在常量池中定位到一个类的符号引用，并且检查这个符号引用代表的类是否已被加载过、解析和初始化过,上下位关系,使用ThreadLocal,JVM.txt,0.766,rule_pattern_sentence_level
value,is_a,线程,代码与容器实体,线程与私有性相关实体,第二，不要使用ThreadLocal.set(null) 的方式清除value，它实际上并没有清除值，而是查找与当前线程关联的Map并将键值对分别设置为当前线程和null,上下位关系,使用ThreadLocal,JVM.txt,0.766,rule_pattern_sentence_level
可达性分析,has_part,GC Roots,垃圾回收核心概念实体,垃圾回收核心概念实体,最经典的是 「可达性分析」：以 GC Roots（比如虚拟机栈里的局部变量、静态变量、常量等）为起点，遍历对象的引用链，如果某个对象从 GC Roots 出发不可达，就会被标记为可回收对象,枚举结构关系,使用ThreadLocal,JVM.txt,0.766,rule_pattern_sentence_level
垃圾回收,is_a,常量,领域实体,方法区与元数据相关实体,虽然方法区中的垃圾回收与堆有所不同，但是同样存在对不再需要的常量、无用的类信息等进行清理的过程,上下位关系,使用ThreadLocal,JVM.txt,0.766,rule_pattern_sentence_level
大对象,causes,新生代,对象与字符串相关实体,堆结构实体,如果将大对象分配到新生代，可能会很快导致新生代空间不足，从而频繁触发 Minor GC,因果关系,全文,JVM.txt,0.766,rule_pattern_sentence_level
浮动垃圾,is_a,gc,垃圾回收核心概念实体,领域实体,而G1没有浮动垃圾，G1的筛选回收是多个垃圾回收线程并行gc的，没有浮动垃圾的回收，在执行‘并发清理’步骤时，用户线程也会同时产生一部分可回收对象，但是这部分可回收对象只能在下次执行清理是才会被回收,上下位关系,使用ThreadLocal,JVM.txt,0.766,rule_pattern_sentence_level
连接,has_part,准备,类加载过程实体,类加载过程实体,连接：验证、准备、解析 3 个阶段统称为连接,枚举结构关系,使用ThreadLocal,JVM.txt,0.766,rule_pattern_sentence_level
JVM内存模型,used_for,线程,领域实体,线程与私有性相关实体,在JVM内存模型中，栈（Stack）主要用于管理线程的局部变量和方法调用的上下文，而堆（Heap）则是用于存储所有类的实例和数组,用途关系,全文,JVM.txt,0.764,rule_pattern_sentence_level
ThreadLocal,used_for,gc,代码与容器实体,领域实体,ThreadLocalMap使用ThreadLocal的弱引用作为key，如果一个ThreadLocal没有外部强引用来引用它，那么系统GC时，这个ThreadLocal势必会被回收，这样一来，ThreadLocalMap中就会出现key为null的Entry，就没有办法访问这些key为null的Entry的value,用途关系,使用ThreadLocal,JVM.txt,0.764,rule_pattern_sentence_level
垃圾回收,used_for,浮动垃圾,领域实体,垃圾回收核心概念实体,CMS产生浮动垃圾过多时会退化为serial old，效率低，因为在上图的第四阶段，CMS清除垃圾时是并发清除的，这个时候，垃圾回收线程和用户线程同时工作会产生浮动垃圾，也就意味着CMS垃圾回收器必须预留一部分内存空间用于存放浮动垃圾,用途关系,使用ThreadLocal,JVM.txt,0.764,rule_pattern_sentence_level
对象池,used_for,使用,场景与问题实体,类加载过程实体,对象池：在对象池中，弱引用可以用来管理那些暂时不使用的对象,用途关系,全文,JVM.txt,0.764,rule_pattern_sentence_level
标记阶段,is_a,G1,垃圾回收算法实体,垃圾回收器实体,G1的混合回收过程可以分为标记阶段、清理阶段和复制阶段,上位包含关系,使用ThreadLocal,JVM.txt,0.764,rule_pattern_sentence_level
Eden 区,is_a,老年代,堆结构实体,堆结构实体,从内存回收角度，堆被划分为新生代和老年代，新生代又分为 Eden 区和两个 Survivor 区（From Survivor 和 To Survivor）,上位包含关系,全文,JVM.txt,0.762,rule_pattern_sentence_level
程序计数器,has_part,线程,内存区域实体,线程与私有性相关实体,程序计数器：可以看作是当前线程所执行的字节码的行号指示器，用于存储当前线程正在执行的 Java 方法的 JVM 指令地址,枚举结构关系,全文,JVM.txt,0.762,rule_pattern_sentence_level
Full GC,is_a,线程,垃圾回收核心概念实体,线程与私有性相关实体,特点：Full GC是最昂贵的操作，因为它需要停止所有的工作线程（Stop The World），遍历整个堆内存来查找和回收不再使用的对象，因此应尽量减少Full GC的触发,上下位关系,使用ThreadLocal,JVM.txt,0.76,rule_pattern_sentence_level
StackOverFlowError,is_a,堆溢出,异常与错误实体,内存区域实体,栈溢出（java.lang.StackOverflowError）是 JVM 中另一种常见的内存错误，和堆溢出的原理与场景截然不同,上下位关系,全文,JVM.txt,0.76,rule_pattern_sentence_level
加载,has_part,全限定名,类加载过程实体,类加载过程实体,加载：通过类的全限定名（包名 + 类名），获取到该类的.class文件的二进制字节流，将二进制字节流所代表的静态存储结构，转化为方法区运行时的数据结构，在内存中生成一个代表该类的Java.lang.Class对象，作为方法区这个类的各种数据的访问入口,枚举结构关系,使用ThreadLocal,JVM.txt,0.76,rule_pattern_sentence_level
指令地址,is_a,程序计数器,线程与私有性相关实体,内存区域实体,每个线程都有自己的程序计数器，因为它们各自执行的代码的指令地址是不一样的呀，所以每个线程都应该有自己的程序计数器,上下位关系,全文,JVM.txt,0.76,rule_pattern_sentence_level
类加载机制,is_a,加载,领域实体,类加载过程实体,Java 中的 “双亲委派” 是类加载机制的核心原则，简单说就是 「一个类加载器要加载类时，先让父加载器去尝试加载，只有父加载器加载不了，自己才会去加载」,上下位关系,使用ThreadLocal,JVM.txt,0.76,rule_pattern_sentence_level
ParNew,is_a,G1,垃圾回收器实体,垃圾回收器实体,标记-复制算法应用在CMS新生代（ParNew是CMS默认的新生代垃圾回收器）和G1垃圾回收器中,上下位关系,使用ThreadLocal,JVM.txt,0.758,rule_pattern_sentence_level
key,is_a,value,代码与容器实体,代码与容器实体,ThreadLocal的实现中，每个Thread维护一个ThreadLocalMap映射表，key是ThreadLocal实例本身，value是真正需要存储的Object,上下位关系,使用ThreadLocal,JVM.txt,0.758,rule_pattern_sentence_level
使用,used_for,key,类加载过程实体,代码与容器实体,ThreadLocalMap使用ThreadLocal的弱引用作为key，如果一个ThreadLocal没有外部强引用来引用它，那么系统GC时，这个ThreadLocal势必会被回收，这样一来，ThreadLocalMap中就会出现key为null的Entry，就没有办法访问这些key为null的Entry的value,用途关系,使用ThreadLocal,JVM.txt,0.758,rule_pattern_sentence_level
弱引用,is_a,WeakReference,引用类型实体,引用类型实体,在Java中，弱引用是通过Java.lang.ref.WeakReference类实现的,上下位关系,全文,JVM.txt,0.758,rule_pattern_sentence_level
方法区,used_for,字面量,内存区域实体,对象与字符串相关实体,运行时常量池：是方法区的一部分，用于存放编译期生成的各种字面量和符号引用，具有动态性，运行时也可将新的常量放入池中,用途关系,全文,JVM.txt,0.758,rule_pattern_sentence_level
符号引用,is_a,常量,方法区与元数据相关实体,方法区与元数据相关实体,常量池：存储类和接口中的常量，包括字面值常量、符号引用，以及运行时常量池,上位包含关系,全文,JVM.txt,0.756,rule_pattern_sentence_level
类加载检查,has_part,new 指令,领域实体,对象与字符串相关实体,类加载检查：虚拟机遇到一条 new 指令时，首先将去检查这个指令的参数是否能在常量池中定位到一个类的符号引用，并且检查这个符号引用代表的类是否已被加载过、解析和初始化过,枚举结构关系,使用ThreadLocal,JVM.txt,0.756,rule_pattern_sentence_level
CMS,is_a,线程,垃圾回收器实体,线程与私有性相关实体,CMS产生浮动垃圾过多时会退化为serial old，效率低，因为在上图的第四阶段，CMS清除垃圾时是并发清除的，这个时候，垃圾回收线程和用户线程同时工作会产生浮动垃圾，也就意味着CMS垃圾回收器必须预留一部分内存空间用于存放浮动垃圾,上下位关系,使用ThreadLocal,JVM.txt,0.754,rule_pattern_sentence_level
G1,is_a,STW,垃圾回收器实体,垃圾回收核心概念实体,因此，G1停顿时间的瓶颈主要是标记-复制中的转移阶段STW,上下位关系,使用ThreadLocal,JVM.txt,0.754,rule_pattern_sentence_level
Java 堆,is_a,线程共享,内存区域实体,线程与私有性相关实体,Java 堆：是 JVM 中最大的一块内存区域，被所有线程共享，在虚拟机启动时创建，用于存放对象实例,上下位关系,全文,JVM.txt,0.754,rule_pattern_sentence_level
优化方法栈帧,has_part,局部变量,栈与栈帧相关实体,栈与栈帧相关实体,优化方法栈帧：减少方法内局部变量的数量，避免在方法中创建过大的对象或数组，将大对象的创建移到堆中（通过 new 关键字），降低单个栈帧的内存占用,枚举结构关系,全文,JVM.txt,0.754,rule_pattern_sentence_level
复制算法,is_a,使用,垃圾回收算法实体,类加载过程实体,复制算法的原理是，将内存分成两块，每次申请内存时都使用其中的一块，当内存不够时，将这一块内存中所有存活的复制到另一块上,上下位关系,使用ThreadLocal,JVM.txt,0.754,rule_pattern_sentence_level
复制算法,is_a,线程,垃圾回收算法实体,线程与私有性相关实体,Serial收集器（复制算法): 新生代单线程收集器，标记和清理都是单线程，优点是简单高效,上下位关系,使用ThreadLocal,JVM.txt,0.754,rule_pattern_sentence_level
Java 虚拟机栈,used_for,局部变量表,领域实体,栈与栈帧相关实体,栈帧创建：在调用一个方法前，JVM会在当前线程的Java虚拟机栈中为该方法分配一个新的栈帧，用于存储局部变量表、操作数栈、动态链接、方法出口等信息,用途关系,全文,JVM.txt,0.752,rule_pattern_sentence_level
大对象,is_a,数组,对象与字符串相关实体,对象与字符串相关实体,大对象是指需要大量连续内存空间的对象，如大数组,上下位关系,全文,JVM.txt,0.752,rule_pattern_sentence_level
扩展类加载器,is_a,启动类加载器,领域实体,领域实体,扩展类加载器由启动类加载器加载，并且父加载器就是启动类加载器,上下位关系,使用ThreadLocal,JVM.txt,0.752,rule_pattern_sentence_level
GC Roots,has_part,栈帧,垃圾回收核心概念实体,栈与栈帧相关实体,GC Roots对象包括：虚拟机栈（栈帧中的本地变量表）中引用的对象、方法区中类静态属性引用的对象、本地方法栈中JNI（Java Native Interface）引用的对象、活跃线程的引用等,枚举结构关系,使用ThreadLocal,JVM.txt,0.75,rule_pattern_sentence_level
Tenured Generation,has_part,Minor GC,堆结构实体,垃圾回收核心概念实体,老年代（Old Generation/Tenured Generation）:存放过一次或多次Minor GC仍存活的对象会被移动到老年代,枚举结构关系,全文,JVM.txt,0.75,rule_pattern_sentence_level
初始标记阶段,has_part,GC Roots,垃圾回收算法实体,垃圾回收核心概念实体,初始标记阶段：初始标记阶段是指从GC Roots出发标记全部直接子节点的过程，该阶段是STW的,枚举结构关系,使用ThreadLocal,JVM.txt,0.75,rule_pattern_sentence_level
栈帧创建,has_part,JVM,栈与栈帧相关实体,领域实体,栈帧创建：在调用一个方法前，JVM会在当前线程的Java虚拟机栈中为该方法分配一个新的栈帧，用于存储局部变量表、操作数栈、动态链接、方法出口等信息,枚举结构关系,全文,JVM.txt,0.75,rule_pattern_sentence_level
运行时常量池,has_part,常量池,内存区域实体,方法区与元数据相关实体,运行时常量池：存储着在类文件中的常量池数据，在类加载后在方法区生成该运行时常量池,枚举结构关系,全文,JVM.txt,0.75,rule_pattern_sentence_level
G1,is_a,浮动垃圾,垃圾回收器实体,垃圾回收核心概念实体,而G1没有浮动垃圾，G1的筛选回收是多个垃圾回收线程并行gc的，没有浮动垃圾的回收，在执行‘并发清理’步骤时，用户线程也会同时产生一部分可回收对象，但是这部分可回收对象只能在下次执行清理是才会被回收,上下位关系,使用ThreadLocal,JVM.txt,0.748,rule_pattern_sentence_level
OutOfMemoryError,is_a,堆内存溢,异常与错误实体,内存区域实体,堆内存溢出：当出现Java.lang.OutOfMemoryError:Java heap space异常时，就是堆内存溢出了,上下位关系,全文,JVM.txt,0.748,rule_pattern_sentence_level
gc,is_a,使用,领域实体,类加载过程实体,Java 的 GC（垃圾回收）简单说就是 「自动识别并回收不再使用的对象，释放内存空间」，避免内存泄漏,上下位关系,使用ThreadLocal,JVM.txt,0.748,rule_pattern_sentence_level
内存溢出,has_part,Java 虚拟机,领域实体,领域实体,内存溢出：内存溢出是指Java虚拟机（JVM）在申请内存时，无法找到足够的内存，最终引发OutOfMemoryError,枚举结构关系,全文,JVM.txt,0.748,rule_pattern_sentence_level
并发标记,is_a,可达性分析,垃圾回收算法实体,垃圾回收核心概念实体,并发标记阶段：并发标记阶段是指从GC Roots开始对堆中对象进行可达性分析，找出存活对象,上下位关系,使用ThreadLocal,JVM.txt,0.748,rule_pattern_sentence_level
指针,is_a,直接引用,栈与栈帧相关实体,方法区与元数据相关实体,直接引用可以是直接指向目标的指针、相对偏移量或是一个能间接定位到目标的句柄，直接引用是和虚拟机实现的内存布局相关的,上下位关系,使用ThreadLocal,JVM.txt,0.748,rule_pattern_sentence_level
老年代,causes,内存碎片,堆结构实体,场景与问题实体,这类对象直接分配在老年代，以避免因频繁的年轻代晋升而导致的内存碎片化问题,因果关系,全文,JVM.txt,0.748,rule_pattern_sentence_level
运行时常量池,is_a,字面量,内存区域实体,对象与字符串相关实体,运行时常量池：是方法区的一部分，用于存放编译期生成的各种字面量和符号引用，具有动态性，运行时也可将新的常量放入池中,上下位关系,全文,JVM.txt,0.748,rule_pattern_sentence_level
连接,has_part,解析,类加载过程实体,类加载过程实体,连接：验证、准备、解析 3 个阶段统称为连接,枚举结构关系,使用ThreadLocal,JVM.txt,0.748,rule_pattern_sentence_level
GC Roots,is_a,STW,垃圾回收核心概念实体,垃圾回收核心概念实体,初始标记阶段：初始标记阶段是指从GC Roots出发标记全部直接子节点的过程，该阶段是STW的,上下位关系,使用ThreadLocal,JVM.txt,0.746,rule_pattern_sentence_level
JVM内存模型,used_for,局部变量,领域实体,栈与栈帧相关实体,在JVM内存模型中，栈（Stack）主要用于管理线程的局部变量和方法调用的上下文，而堆（Heap）则是用于存储所有类的实例和数组,用途关系,全文,JVM.txt,0.746,rule_pattern_sentence_level
常量池缓存,used_for,常量,方法区与元数据相关实体,方法区与元数据相关实体,常量池缓存：用于提升类加载的效率，将常用的常量缓存起来方便使用,用途关系,全文,JVM.txt,0.744,rule_pattern_sentence_level
栈帧,used_for,动态链接,栈与栈帧相关实体,栈与栈帧相关实体,每个方法在执行时都会创建一个栈帧，用于存储局部变量表、操作数栈、动态链接、方法出口等信息,用途关系,全文,JVM.txt,0.744,rule_pattern_sentence_level
线程,has_part,对象引用,线程与私有性相关实体,栈与栈帧相关实体,线程：未停止的线程可能持有对象引用，无法被回收,枚举结构关系,全文,JVM.txt,0.744,rule_pattern_sentence_level
静态集合,has_part,HashMap,场景与问题实体,代码与容器实体,静态集合：使用静态数据结构（如HashMap或ArrayList）存储对象，且未清理,枚举结构关系,全文,JVM.txt,0.744,rule_pattern_sentence_level
Entry,causes,内存泄漏,代码与容器实体,领域实体,如果当前线程迟迟不结束的话，这些key为null的Entry的value就会一直存在一条强引用链：Thread Ref -> Thread -> ThreaLocalMap -> Entry -> value永远无法回收，造成内存泄漏,因果关系,使用ThreadLocal,JVM.txt,0.742,rule_pattern_sentence_level
Java 堆,is_a,内存溢出,内存区域实体,领域实体,元空间并不在Java堆中，而是使用本地内存，这解决了永久代容易出现的内存溢出问题,上下位关系,全文,JVM.txt,0.742,rule_pattern_sentence_level
堆溢出,is_a,使用,内存区域实体,类加载过程实体,堆溢出通常是由于创建了太多的大对象或未能及时回收不再使用的对象,上下位关系,全文,JVM.txt,0.742,rule_pattern_sentence_level
复制算法,is_a,新生代,垃圾回收算法实体,堆结构实体,标记-复制算法应用在CMS新生代（ParNew是CMS默认的新生代垃圾回收器）和G1垃圾回收器中,上下位关系,使用ThreadLocal,JVM.txt,0.742,rule_pattern_sentence_level
大对象,causes,gc,对象与字符串相关实体,领域实体,原因是代码中可能存在大对象分配，或者发生了内存泄露，导致在多次GC之后，还是无法找到一块足够大的内存容纳当前对象,因果关系,全文,JVM.txt,0.742,rule_pattern_sentence_level
直接内存,is_a,NIO,内存区域实体,工具与排查实体,直接内存：不属于 JVM 运行时数据区的一部分，通过 NIO 类引入，是一种堆外内存，可以显著提高 I/O 性能,上下位关系,全文,JVM.txt,0.742,rule_pattern_sentence_level
解析,is_a,直接引用,类加载过程实体,方法区与元数据相关实体,解析：解析阶段是虚拟机将常量池的「符号引用」直接替换为「直接引用」的过程,上下位关系,使用ThreadLocal,JVM.txt,0.742,rule_pattern_sentence_level
CMS,is_a,Serial,垃圾回收器实体,垃圾回收器实体,CMS收集器是老年代的收集器，可以配合新生代的Serial和ParNew收集器一起使用,上下位关系,使用ThreadLocal,JVM.txt,0.74,rule_pattern_sentence_level
